p1_tier,n_customers,avg_p1_rev,avg_p2_rev,avg_change,pct_change
T5,84,47.448113275613274,135.9242316017316,88.47611832611832,1.8646920228879165
T4,83,112.04941584519898,149.81183643665574,37.76242059145676,0.33701577385844783
T3,83,225.64189850310333,198.54004381161008,-27.10185469149326,-0.12011002775320345
T2,83,485.1089339174882,243.2353669222344,-241.87356699525378,-0.4985963978070004
T1,84,2012.151893939394,536.0372619047619,-1476.1146320346322,-0.7336000013123725
