antecedent,consequent,co_orders,antecedent_orders,consequent_orders,total_orders,support,antecedent_support,consequent_support,confidence,lift,leverage,conviction,level,both_item_customers,both_item_repeat_rate,both_item_avg_ltv,both_item_pct_subscribed,antecedent_item_revenue_sgd,antecedent_item_covered_revenue_sgd,antecedent_item_est_gross_profit_sgd,antecedent_item_margin_coverage_pct,antecedent_item_est_margin_pct,consequent_item_revenue_sgd,consequent_item_covered_revenue_sgd,consequent_item_est_gross_profit_sgd,consequent_item_margin_coverage_pct,consequent_item_est_margin_pct,margin_overlay_available
0724999807807 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,0724999807814 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,13,79,112,7564,0.001718667371760973,0.01044420941300899,0.014806980433632998,0.16455696202531644,11.113471971066907,0.0015640201673377833,1.179246190087015,sku_flavor,17,0.47058823529411764,2890.431818181818,0.23529411764705882,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g,0724999807821 | LEAN PROTEIN | 1kg Pack (25 serves) / Thai Milk Tea,11,76,108,7564,0.0014542570068746695,0.010047593865679535,0.014278159703860392,0.14473684210526316,10.136939571150098,0.001310795857020969,1.1525363055770248,sku_flavor,15,0.7333333333333333,3386.1989494949503,0.4666666666666667,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 serves) / Thai Milk Tea,0724999808507 | COLLAGEN GLOW | 300g,11,108,76,7564,0.0014542570068746695,0.014278159703860392,0.010047593865679535,0.10185185185185185,10.136939571150096,0.001310795857020969,1.102215050128934,sku_flavor,15,0.7333333333333333,3386.1989494949503,0.4666666666666667,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings) / Natural (Unflavoured),0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,18,115,125,7564,0.002379693283976732,0.015203595980962454,0.01652564780539397,0.1565217391304348,9.47144347826087,0.002128444011419843,1.1659747474472133,sku_flavor,17,0.8235294117647058,446.4267557932264,1.0,,,,,,,,,,,False
0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings) / Natural (Unflavoured),18,125,115,7564,0.002379693283976732,0.01652564780539397,0.015203595980962454,0.144,9.471443478260868,0.002128444011419843,1.1504630888072869,sku_flavor,17,0.8235294117647058,446.4267557932264,1.0,,,,,,,,,,,False
0724999807845 | Soy Protein Isolate | 1kg Pack (40 servings) / Natural (Unflavoured),0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings) / Natural (Unflavoured),13,92,115,7564,0.001718667371760973,0.012162876784769964,0.015203595980962454,0.14130434782608695,9.29413988657845,0.0015337479071591028,1.1468515084778665,sku_flavor,10,1.0,567.9870000000001,0.5,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings) / Natural (Unflavoured),0724999807845 | Soy Protein Isolate | 1kg Pack (40 servings) / Natural (Unflavoured),13,115,92,7564,0.001718667371760973,0.015203595980962454,0.012162876784769964,0.11304347826086956,9.29413988657845,0.0015337479071591028,1.113737933036779,sku_flavor,10,1.0,567.9870000000001,0.5,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999810487 | CLEAR PROTEIN | 25g Sachet (1 serving) / White Grape,38,473,71,7564,0.005023796932839768,0.06253305129561079,0.009386567953463775,0.080338266384778,8.558854182175505,0.004436826197516081,1.0771497778345094,sku_flavor,43,0.4418604651162791,1101.0095348837212,0.18604651162790697,,,,,,,,,,,False
0724999810487 | CLEAR PROTEIN | 25g Sachet (1 serving) / White Grape,0724999808361 | LP CLASSIC SHAKER | White,38,71,473,7564,0.005023796932839768,0.009386567953463775,0.06253305129561079,0.5352112676056338,8.558854182175503,0.004436826197516081,2.0169743441821706,sku_flavor,43,0.4418604651162791,1101.0095348837212,0.18604651162790697,,,,,,,,,,,False
0724999810463 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Thai Milk Tea,0724999808361 | LP CLASSIC SHAKER | White,27,51,473,7564,0.003569539925965098,0.0067424643046007406,0.06253305129561079,0.5294117647058824,8.466111180201468,0.003147913059746675,1.992117265996827,sku_flavor,28,0.35714285714285715,1652.9360714285717,0.07142857142857142,,,,,,,,,,,False
0724999810470 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Taro,0724999808361 | LP CLASSIC SHAKER | White,27,51,473,7564,0.003569539925965098,0.0067424643046007406,0.06253305129561079,0.5294117647058824,8.466111180201468,0.003147913059746675,1.992117265996827,sku_flavor,28,0.35714285714285715,1656.5003571428574,0.07142857142857142,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999810463 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Thai Milk Tea,27,473,51,7564,0.003569539925965098,0.06253305129561079,0.0067424643046007406,0.05708245243128964,8.466111180201468,0.003147913059746675,1.0533874761971387,sku_flavor,28,0.35714285714285715,1652.9360714285717,0.07142857142857142,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999810470 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Taro,27,473,51,7564,0.003569539925965098,0.06253305129561079,0.0067424643046007406,0.05708245243128964,8.466111180201468,0.003147913059746675,1.0533874761971387,sku_flavor,28,0.35714285714285715,1656.5003571428574,0.07142857142857142,,,,,,,,,,,False
LEAN-TAR-40G-V1 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Taro,ACC-SHK-V2 | LP CLASSIC SHAKER | White,27,74,341,7564,0.003569539925965098,0.00978318350079323,0.045081967213114756,0.36486486486486486,8.093366093366093,0.0031284947681424523,1.5034879665155216,sku_flavor,30,0.3333333333333333,1586.9666666666667,0.06666666666666667,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,LEAN-TAR-40G-V1 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Taro,27,341,74,7564,0.003569539925965098,0.045081967213114756,0.00978318350079323,0.07917888563049853,8.093366093366093,0.0031284947681424523,1.0753628484911768,sku_flavor,30,0.3333333333333333,1586.9666666666667,0.06666666666666667,,,,,,,,,,,False
0724999808613 | PLANT PROTEIN | 480g Pack (16 servings) / Vanilla,0724999808606 | PLANT PROTEIN | 480g Pack (16 servings) / Cocoa Dinosaur,25,140,167,7564,0.0033051295610787945,0.01850872554204125,0.022078265468006345,0.17857142857142858,8.088109495295125,0.002896489005087138,1.1905134159519923,sku_flavor,26,0.7307692307692307,2134.841993006993,0.2692307692307692,,,,,,,,,,,False
0724999808606 | PLANT PROTEIN | 480g Pack (16 servings) / Cocoa Dinosaur,0724999808613 | PLANT PROTEIN | 480g Pack (16 servings) / Vanilla,25,167,140,7564,0.0033051295610787945,0.022078265468006345,0.01850872554204125,0.1497005988023952,8.088109495295123,0.002896489005087138,1.1542890340456273,sku_flavor,26,0.7307692307692307,2134.841993006993,0.2692307692307692,,,,,,,,,,,False
0724999807845 | Soy Protein Isolate | 1kg Pack (40 servings) / Natural (Unflavoured),0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,12,92,125,7564,0.0015864621893178213,0.012162876784769964,0.01652564780539397,0.13043478260869565,7.892869565217391,0.0013854627712723102,1.130995505023797,sku_flavor,12,0.75,313.4692424242424,1.0,,,,,,,,,,,False
0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,0724999807845 | Soy Protein Isolate | 1kg Pack (40 servings) / Natural (Unflavoured),12,125,92,7564,0.0015864621893178213,0.01652564780539397,0.012162876784769964,0.096,7.892869565217391,0.0013854627712723102,1.0927401805478207,sku_flavor,12,0.75,313.4692424242424,1.0,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999810494 | CLEAR PROTEIN | 25g Sachet (1 serving) / Peach,35,473,71,7564,0.004627181385510312,0.06253305129561079,0.009386567953463775,0.07399577167019028,7.8831551677932294,0.004040210650186626,1.0697720396301635,sku_flavor,41,0.43902439024390244,1147.2436585365856,0.17073170731707318,,,,,,,,,,,False
0724999810494 | CLEAR PROTEIN | 25g Sachet (1 serving) / Peach,0724999808361 | LP CLASSIC SHAKER | White,35,71,473,7564,0.004627181385510312,0.009386567953463775,0.06253305129561079,0.49295774647887325,7.883155167793229,0.004040210650186626,1.8488931488336564,sku_flavor,41,0.43902439024390244,1147.2436585365856,0.17073170731707318,,,,,,,,,,,False
LEAN-POL-1KG-V1 | LEAN PROTEIN PEACH OOLONG (PRE-ORDER) | 1 x 1kg Pack (25 servings) / Peach Oolong,ACC-SHK-V2 | LP CLASSIC SHAKER | White,30,85,341,7564,0.003966155473294554,0.0112374405076679,0.045081967213114756,0.35294117647058826,7.828877005347594,0.0034595495487685416,1.4757824143070046,sku_flavor,36,0.4722222222222222,217.7137457912458,0.19444444444444445,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,LEAN-POL-1KG-V1 | LEAN PROTEIN PEACH OOLONG (PRE-ORDER) | 1 x 1kg Pack (25 servings) / Peach Oolong,30,341,85,7564,0.003966155473294554,0.045081967213114756,0.0112374405076679,0.08797653958944282,7.828877005347594,0.0034595495487685416,1.0841415845237468,sku_flavor,36,0.4722222222222222,217.7137457912458,0.19444444444444445,,,,,,,,,,,False
0724999807784 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Matchawhey,0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,10,71,150,7564,0.0013220518244315177,0.009386567953463775,0.019830777366472766,0.14084507042253522,7.102347417840376,0.0011359088851111098,1.1408527017537777,sku_flavor,13,0.7692307692307693,273.81179487179486,0.5384615384615384,,,,,,,,,,,False
0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,0724999807784 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Matchawhey,10,150,71,7564,0.0013220518244315177,0.019830777366472766,0.009386567953463775,0.06666666666666667,7.102347417840376,0.0011359088851111098,1.0613715343355745,sku_flavor,13,0.7692307692307693,273.81179487179486,0.5384615384615384,,,,,,,,,,,False
LEAN-THA-40G-V1 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Thai Milk Tea,ACC-SHK-V2 | LP CLASSIC SHAKER | White,29,91,341,7564,0.0038339502908514016,0.012030671602326811,0.045081967213114756,0.31868131868131866,7.068931068931068,0.0032915839481235535,1.4015732416710736,sku_flavor,31,0.2903225806451613,1535.9532258064517,0.0967741935483871,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,LEAN-THA-40G-V1 | Lean Protein Single Serve | 1 x 40g Sachet (1 serving) / Thai Milk Tea,29,341,91,7564,0.0038339502908514016,0.045081967213114756,0.012030671602326811,0.08504398826979472,7.068931068931068,0.0032915839481235535,1.0797998108448927,sku_flavor,31,0.2903225806451613,1535.9532258064517,0.0967741935483871,,,,,,,,,,,False
CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,61,244,273,7564,0.008064516129032258,0.03225806451612903,0.03609201480698043,0.25,6.926739926739927,0.006900257586871599,1.285210646924026,sku_flavor,70,0.2571428571428571,846.8902207792206,0.35714285714285715,,,,,,,,,,,False
CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,61,273,244,7564,0.008064516129032258,0.03609201480698043,0.03225806451612903,0.22344322344322345,6.926739926739927,0.006900257586871599,1.2461959829580036,sku_flavor,70,0.2571428571428571,846.8902207792206,0.35714285714285715,,,,,,,,,,,False
CLEAR-GRA-25G-V2 | Clear Protein Single Serve | 1 x 25g (1 serving) / White Grape,ACC-SHK-V2 | LP CLASSIC SHAKER | White,23,86,341,7564,0.003040719196192491,0.011369645690111053,0.045081967213114756,0.26744186046511625,5.932346723044397,0.002528153201966173,1.3035389018995578,sku_flavor,24,0.375,1946.1295833333334,0.0,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,CLEAR-GRA-25G-V2 | Clear Protein Single Serve | 1 x 25g (1 serving) / White Grape,23,341,86,7564,0.003040719196192491,0.045081967213114756,0.011369645690111053,0.06744868035190615,5.932346723044397,0.002528153201966173,1.0601350654706672,sku_flavor,24,0.375,1946.1295833333334,0.0,,,,,,,,,,,False
0724999807845 | Soy Protein Isolate | 1kg Pack (40 servings) / Natural (Unflavoured),0724999807999 | Creatine Monohydrate | Default,12,92,169,7564,0.0015864621893178213,0.012162876784769964,0.02234267583289265,0.13043478260869565,5.837921276048366,0.0013147109761202902,1.1243059227921735,sku_flavor,12,0.6666666666666666,404.6910101010101,0.6666666666666666,,,,,,,,,,,False
0724999807999 | Creatine Monohydrate | Default,0724999807845 | Soy Protein Isolate | 1kg Pack (40 servings) / Natural (Unflavoured),12,169,92,7564,0.0015864621893178213,0.02234267583289265,0.012162876784769964,0.07100591715976332,5.837921276048366,0.0013147109761202902,1.0633405976011074,sku_flavor,12,0.6666666666666666,404.6910101010101,0.6666666666666666,,,,,,,,,,,False
0724999808361 | [FREE] LushProtein Classic Shaker | Default,0724999807999 | Creatine Monohydrate | Default,12,94,169,7564,0.0015864621893178213,0.012427287149656267,0.02234267583289265,0.1276595744680851,5.713710185068614,0.0013088033410507789,1.1207291277037572,sku_flavor,14,0.6428571428571429,331.1085714285714,0.7857142857142857,,,,,,,,,,,False
0724999807999 | Creatine Monohydrate | Default,0724999808361 | [FREE] LushProtein Classic Shaker | Default,12,169,94,7564,0.0015864621893178213,0.02234267583289265,0.012427287149656267,0.07100591715976332,5.713710185068614,0.0013088033410507789,1.0630559775268031,sku_flavor,14,0.6428571428571429,331.1085714285714,0.7857142857142857,,,,,,,,,,,False
0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,14,125,150,7564,0.0018508725542041248,0.01652564780539397,0.019830777366472766,0.112,5.647786666666667,0.0015231561117386178,1.1037941696323506,sku_flavor,17,0.6470588235294118,195.9261497326203,0.8823529411764706,,,,,,,,,,,False
0724999807937 | BETTER WHEY PROTEIN | 1kg Pack (40 servings) / Cocoa Dinosaur,0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,14,150,125,7564,0.0018508725542041248,0.019830777366472766,0.01652564780539397,0.09333333333333334,5.647786666666667,0.0015231561117386178,1.0847143590381685,sku_flavor,17,0.6470588235294118,195.9261497326203,0.8823529411764706,,,,,,,,,,,False
0724999807937 | BETTER WHEY PROTEIN | 1kg (40 serves) / Cocoa Dinosaur,0724999808606 | PLANT PROTEIN | 480g Pack (16 servings) / Cocoa Dinosaur,10,81,167,7564,0.0013220518244315177,0.010708619777895294,0.022078265468006345,0.12345679012345678,5.591779404154654,0.0010856240741792022,1.11565719009988,sku_flavor,3,1.0,17305.457878787878,0.6666666666666666,,,,,,,,,,,False
0724999808606 | PLANT PROTEIN | 480g Pack (16 servings) / Cocoa Dinosaur,0724999807937 | BETTER WHEY PROTEIN | 1kg (40 serves) / Cocoa Dinosaur,10,167,81,7564,0.0013220518244315177,0.022078265468006345,0.010708619777895294,0.059880239520958084,5.591779404154654,0.0010856240741792022,1.0523035700451688,sku_flavor,3,1.0,17305.457878787878,0.6666666666666666,,,,,,,,,,,False
CLEAR-PEA-25G-V2 | Clear Protein Single Serve | 1 x 25g (1 serving) / Peach,ACC-SHK-V2 | LP CLASSIC SHAKER | White,26,110,341,7564,0.003437334743521946,0.014542570068746695,0.045081967213114756,0.23636363636363636,5.24297520661157,0.0027817270764882835,1.250487900078064,sku_flavor,27,0.3333333333333333,1739.9451851851857,0.0,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,CLEAR-PEA-25G-V2 | Clear Protein Single Serve | 1 x 25g (1 serving) / Peach,26,341,110,7564,0.003437334743521946,0.045081967213114756,0.014542570068746695,0.07624633431085044,5.24297520661157,0.0027817270764882835,1.0667967733541504,sku_flavor,27,0.3333333333333333,1739.9451851851857,0.0,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g (30 serves) / Unflavoured,0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,10,122,125,7564,0.0013220518244315177,0.016129032258064516,0.01652564780539397,0.08196721311475409,4.96,0.0010555091178929053,1.0712845622119815,sku_flavor,20,0.75,345.16878787878784,0.85,,,,,,,,,,,False
0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,0724999808507 | COLLAGEN GLOW | 300g (30 serves) / Unflavoured,10,125,122,7564,0.0013220518244315177,0.01652564780539397,0.016129032258064516,0.08,4.96,0.0010555091178929053,1.0694249649368863,sku_flavor,20,0.75,345.16878787878784,0.85,,,,,,,,,,,False
0724999808361 | [FREE] LushProtein Classic Shaker | Default,0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,40,94,654,7564,0.005288207297726071,0.012427287149656267,0.08646218931782126,0.425531914893617,4.92159541935064,0.004213716843485564,1.5902324852615703,sku_flavor,41,0.5609756097560976,262.27756097560973,0.4146341463414634,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999808361 | [FREE] LushProtein Classic Shaker | Default,40,654,94,7564,0.005288207297726071,0.08646218931782126,0.012427287149656267,0.06116207951070336,4.92159541935064,0.004213716843485564,1.0519096974008548,sku_flavor,41,0.5609756097560976,262.27756097560973,0.4146341463414634,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,BND-SS-MIX6-V1 | Discovery Sampler (6 sachets variety pack) | 6 Sachets Variety,15,341,70,7564,0.001983077736647277,0.045081967213114756,0.009254362771020624,0.04398826979472141,4.753246753246754,0.0015658728576258552,1.0363320929296993,sku_flavor,14,0.5714285714285714,3743.7407142857146,0.21428571428571427,,,,,,,,,,,False
BND-SS-MIX6-V1 | Discovery Sampler (6 sachets variety pack) | 6 Sachets Variety,ACC-SHK-V2 | LP CLASSIC SHAKER | White,15,70,341,7564,0.001983077736647277,0.009254362771020624,0.045081967213114756,0.21428571428571427,4.753246753246753,0.0015658728576258552,1.2153502235469449,sku_flavor,14,0.5714285714285714,3743.7407142857146,0.21428571428571427,,,,,,,,,,,False
CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,ACC-SHK-V2 | LP CLASSIC SHAKER | White,57,273,341,7564,0.007535695399259651,0.03609201480698043,0.045081967213114756,0.2087912087912088,4.631368631368631,0.005908596371076107,1.20691029143898,sku_flavor,70,0.32857142857142857,840.2550649350651,0.24285714285714285,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,CLEAR-PEA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / Peach,57,341,273,7564,0.007535695399259651,0.045081967213114756,0.03609201480698043,0.16715542521994134,4.631368631368631,0.005908596371076107,1.1573683906719001,sku_flavor,70,0.32857142857142857,840.2550649350651,0.24285714285714285,,,,,,,,,,,False
0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,168,424,654,7564,0.0222104706504495,0.05605499735589635,0.08646218931782126,0.39622641509433965,4.582655357451965,0.01736383285685402,1.5130469989423587,sku_flavor,174,0.46551724137931033,474.14934343434345,0.16666666666666666,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999807807 | CLEAR PROTEIN | 500g Pack (20 Serv) / White Grape,168,654,424,7564,0.0222104706504495,0.08646218931782126,0.05605499735589635,0.25688073394495414,4.582655357451965,0.01736383285685402,1.2702469788667567,sku_flavor,174,0.46551724137931033,474.14934343434345,0.16666666666666666,,,,,,,,,,,False
LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,48,259,336,7564,0.006345848757271285,0.03424114225277631,0.044420941300899,0.18532818532818532,4.172090457804743,0.004824824987184976,1.1729619725263845,sku_flavor,46,0.5217391304347826,1185.0725955204216,0.43478260869565216,,,,,,,,,,,False
LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,LEAN-TAR-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Taro,48,336,259,7564,0.006345848757271285,0.044420941300899,0.03424114225277631,0.14285714285714285,4.172090457804743,0.004824824987184976,1.1267186673717609,sku_flavor,46,0.5217391304347826,1185.0725955204216,0.43478260869565216,,,,,,,,,,,False
CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,ACC-SHK-V2 | LP CLASSIC SHAKER | White,45,244,341,7564,0.0059492332099418295,0.03225806451612903,0.045081967213114756,0.18442622950819673,4.090909090909091,0.00449497620306716,1.170854271356784,sku_flavor,48,0.3958333333333333,1170.50375,0.14583333333333334,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,CLEAR-GRA-500G-V2 | CLEAR PROTEIN | 1 x 500g Pack (20 servings) / White Grape,45,341,244,7564,0.0059492332099418295,0.045081967213114756,0.03225806451612903,0.13196480938416422,4.090909090909091,0.00449497620306716,1.114864864864865,sku_flavor,48,0.3958333333333333,1170.50375,0.14583333333333334,,,,,,,,,,,False
0724999808361 | LushProtein Classic Shaker | Default,0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,28,82,654,7564,0.0037017451084082496,0.010840824960338445,0.08646218931782126,0.34146341463414637,3.949280226747222,0.002764423648326105,1.3872240828877531,sku_flavor,32,0.46875,180.03211174242423,0.125,,,,,,,,,,,False
0724999807814 | CLEAR PROTEIN | 500g Pack (20 Serv) / Peach,0724999808361 | LushProtein Classic Shaker | Default,28,654,82,7564,0.0037017451084082496,0.08646218931782126,0.010840824960338445,0.04281345565749235,3.9492802267472213,0.002764423648326105,1.0334027164152375,sku_flavor,32,0.46875,180.03211174242423,0.125,,,,,,,,,,,False
CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),ACC-SHK-V2 | LP CLASSIC SHAKER | White,40,232,341,7564,0.005288207297726071,0.030671602326811213,0.045081967213114756,0.1724137931034483,3.824451410658307,0.0039054711272550734,1.1538592896174864,sku_flavor,41,0.4878048780487805,1320.802564671101,0.17073170731707318,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),40,341,232,7564,0.005288207297726071,0.045081967213114756,0.030671602326811213,0.11730205278592376,3.824451410658307,0.0039054711272550734,1.0981428026795925,sku_flavor,41,0.4878048780487805,1320.802564671101,0.17073170731707318,,,,,,,,,,,False
0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,0724999807999 | Creatine Monohydrate | Default,10,125,169,7564,0.0013220518244315177,0.01652564780539397,0.02234267583289265,0.08,3.580591715976331,0.0009528246325870464,1.0626710045294645,sku_flavor,21,0.9047619047619048,307.3982395382396,1.0,,,,,,,,,,,False
0724999807999 | Creatine Monohydrate | Default,0724999808361 | [FREE GIFT] LushProtein Classic Shaker | Default,10,169,125,7564,0.0013220518244315177,0.02234267583289265,0.01652564780539397,0.05917159763313609,3.580591715976331,0.0009528246325870464,1.0453280850370341,sku_flavor,21,0.9047619047619048,307.3982395382396,1.0,,,,,,,,,,,False
LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,ACC-SHK-V2 | LP CLASSIC SHAKER | White,54,336,341,7564,0.007139079851930196,0.044420941300899,0.045081967213114756,0.16071428571428573,3.564935064935065,0.005136496432627372,1.1377746773630972,sku_flavor,64,0.4375,857.8779403409093,0.34375,,,,,,,,,,,False
ACC-SHK-V2 | LP CLASSIC SHAKER | White,LEAN-THA-1KG-V1 | LEAN PROTEIN | 1 x 1kg Pack (25 servings) / Thai Milk Tea,54,341,336,7564,0.007139079851930196,0.045081967213114756,0.044420941300899,0.15835777126099707,3.5649350649350646,0.005136496432627372,1.1353744216599073,sku_flavor,64,0.4375,857.8779403409093,0.34375,,,,,,,,,,,False
0724999807708 | LEAN PROTEIN | 1kg Pack (25 serves) / Taro,0724999808361 | LP CLASSIC SHAKER | White,15,72,473,7564,0.001983077736647277,0.009518773135906928,0.06253305129561079,0.20833333333333334,3.331571529245948,0.001387839807868327,1.1841687773108074,sku_flavor,22,0.6363636363636364,2267.5031267217632,0.2727272727272727,,,,,,,,,,,False
0724999808361 | LP CLASSIC SHAKER | White,0724999807708 | LEAN PROTEIN | 1kg Pack (25 serves) / Taro,15,473,72,7564,0.001983077736647277,0.06253305129561079,0.009518773135906928,0.03171247357293869,3.331571529245948,0.001387839807868327,1.0229205683552753,sku_flavor,22,0.6363636363636364,2267.5031267217632,0.2727272727272727,,,,,,,,,,,False
0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),0724999807999 | Creatine Monohydrate | Default,10,143,169,7564,0.0013220518244315177,0.018905341089370704,0.02234267583289265,0.06993006993006994,3.1298878636156746,0.0008996559169614424,1.051165393653356,sku_flavor,14,0.5714285714285714,276.34785714285715,0.2857142857142857,,,,,,,,,,,False
0724999807999 | Creatine Monohydrate | Default,0724999808507 | COLLAGEN GLOW | 300g Pack (30 servings),10,169,143,7564,0.0013220518244315177,0.02234267583289265,0.018905341089370704,0.05917159763313609,3.1298878636156737,0.0008996559169614424,1.042798725508782,sku_flavor,14,0.5714285714285714,276.34785714285715,0.2857142857142857,,,,,,,,,,,False
0724999808361 | [FREE] LushProtein Classic Shaker | Default,0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,11,94,283,7564,0.0014542570068746695,0.012427287149656267,0.03741406663141195,0.11702127659574468,3.127734756785204,0.0009893016574097405,1.0901575630921359,sku_flavor,12,0.5,254.26999999999998,0.3333333333333333,,,,,,,,,,,False
0724999807821 | LEAN PROTEIN | 1kg Pack (25 servings) / Thai Milk Tea,0724999808361 | [FREE] LushProtein Classic Shaker | Default,11,283,94,7564,0.0014542570068746695,0.03741406663141195,0.012427287149656267,0.038869257950530034,3.127734756785204,0.0009893016574097405,1.0275113152082622,sku_flavor,12,0.5,254.26999999999998,0.3333333333333333,,,,,,,,,,,False
COL-UNF-300G-V1 | COLLAGEN GLOW | 1 x 300g pack (30 servings),CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),11,115,232,7564,0.0014542570068746695,0.015203595980962454,0.030671602326811213,0.09565217391304348,3.118590704647676,0.0009879383570090838,1.071853516657853,sku_flavor,12,0.5,3958.950277777778,0.4166666666666667,,,,,,,,,,,False
CRE-UNF-250G-V1 | CREATINE MONOHYDRATE | 1 x 250g Pack (50 servings),COL-UNF-300G-V1 | COLLAGEN GLOW | 1 x 300g pack (30 servings),11,232,115,7564,0.0014542570068746695,0.030671602326811213,0.015203595980962454,0.04741379310344827,3.118590704647676,0.0009879383570090838,1.0338134196036957,sku_flavor,12,0.5,3958.950277777778,0.4166666666666667,,,,,,,,,,,False
