sku_norm,Line: Title,Line: Variant Title,product_category,line_items,orders,revenue_sgd,covered_revenue_sgd,covered_lines,estimated_gross_profit_sgd,estimated_cogs_sgd,revenue_coverage_pct,line_coverage_pct,estimated_margin_pct
,"Better Whey (Lush Whey) - 2KG Bundle, Chocolate Dinosaur",,Unknown,14,14,1165.0339393939394,0.0,0,0.0,0.0,0.0,0.0,
724999808705,LEAN MEAL,500g (10 servings) / Vanilla,Unknown,28,28,1164.9218181818183,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 500g Pack (16 Serves), Vanilla",,Unknown,21,21,1161.6454545454546,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein Bites - 16 Pcs (550g), Almond & Dark Choc",,Unknown,21,21,1158.29,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 5KG Bundle, Honeydew",,Unknown,5,5,1154.4545454545455,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 5KG Bundle, Chocolate Dinosaur",,Unknown,9,9,1149.338181818182,0.0,0,0.0,0.0,0.0,0.0,
0724999808620,Plant Protein,Natural (Unflavored),Other,11,11,1143.6121212121213,0.0,0,0.0,0.0,0.0,0.0,
,L-Carnitine,,Unknown,27,27,1116.41,0.0,0,0.0,0.0,0.0,0.0,
0724999807760,Prime Whey Isolate,Natural (Unflavored) / 1kg,Other,12,12,1115.8333333333335,1115.8333333333335,12,598.8733333333333,516.96,1.0,1.0,0.5367050037341299
724999807913,Better Whey Protein,1KG Pack / Vanilla,Unknown,15,15,1114.4545454545455,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Hydration Bottle (2.2L),,Unknown,142,138,1113.311515151515,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Whey Isolate - 2KG Bundle, Chocolate Dinosaur",,Unknown,14,14,1110.3636363636365,0.0,0,0.0,0.0,0.0,0.0,
SOY-UNF-1KG-4BL-V1,SOY PROTEIN ISOLATE,4 x 1kg Pack (160 servings) / Unflavoured,Soy Protein,9,9,1109.36,0.0,0,0.0,0.0,0.0,0.0,
CLEAR-GRA-25G-V2,Clear Protein Single Serve,1 x 25g (1 serving) / White Grape,Clear Protein,129,127,1082.82,1082.82,129,906.42,176.4,1.0,1.0,0.8370920374577492
,Glutamine - Clearance Exp Mar 2020 - 500g,,Unknown,16,16,1065.478787878788,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Matchawhey Isolate - 5KG Bundle, Uji Matcha",,Unknown,5,5,1061.9,0.0,0,0.0,0.0,0.0,0.0,
724999807845,SOY PROTEIN ISOLATE,1kg Pack (40 servings) / Natural (Unflavoured),Soy Protein,21,18,1061.18,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Whey Isolate - 2KG Bundle, Chocolate",,Unknown,10,10,1051.46,0.0,0,0.0,0.0,0.0,0.0,
724999808897,BETTER WHEY PROTEIN,500g Pack (20 servings) / Cocoa Dinosaur,Other,29,29,1041.619696969697,0.0,0,0.0,0.0,0.0,0.0,
724999808941,BETTER WHEY PROTEIN,500g Pack / Matchawhey,Other,24,24,1024.03,0.0,0,0.0,0.0,0.0,0.0,
0724999810463,Lean Protein Single Serve,1 x 40g Sachet (1 serving) / Thai Milk Tea,Lean Protein,114,114,1022.19,1022.19,114,851.21,170.98,1.0,1.0,0.8327316839335153
0724999807876,Prime Micellar Casein - Clearance,1kg Pack (40 servings) / Natural (Unflavoured),Unknown,17,17,1018.26,0.0,0,0.0,0.0,0.0,0.0,
0724999807845_4,SOY PROTEIN ISOLATE,4 x 1kg Pack (160 servings) / Unflavoured,Soy Protein,7,7,1000.6800000000001,0.0,0,0.0,0.0,0.0,0.0,
0724999807999,CREATINE MONOHYDRATE,,Other,19,19,987.56,987.56,19,805.04,182.52,1.0,1.0,0.8151808497711531
0724999808422,Better Whey Protein,1KG Pack / Teh Tarik,Other,11,11,979.76,0.0,0,0.0,0.0,0.0,0.0,
ELT-VAN-500G-V1,BETTER WHEY PROTEIN ELITE,500g (20 serves) / Vanilla,Other,10,10,978.76,978.76,10,737.3199999999999,241.44,1.0,1.0,0.7533205280150393
,"Lean Meal - 480g Pack, Chocolate Dinosaur",,Unknown,23,23,975.6354545454546,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - 4 Pack Bundle (1,920g), Chocolate Dinosaur",,Unknown,13,13,975.4481818181819,0.0,0,0.0,0.0,0.0,0.0,
0724999807548,Green Tea Extract Capsules,60 Capsules (60 servings),Other,34,34,973.6484848484848,973.6484848484848,34,719.8584848484847,253.79000000000002,1.0,1.0,0.7393412469188058
0724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla (unsweetened),Unknown,20,20,972.4181818181819,972.4181818181817,20,389.5981818181819,582.82,0.9999999999999998,1.0,0.400648804292953
,"Plant Protein - Twin Pack (960g), Chocolate Dinosaur",,Unknown,27,27,958.3424242424243,0.0,0,0.0,0.0,0.0,0.0,
0724999809160,LP Stainless Steel Thermal Bottle,,Other,19,19,957.6878787878788,0.0,0,0.0,0.0,0.0,0.0,
724999807913,Better Whey Protein,1KG Pack / Vanilla,Other,11,11,938.6,0.0,0,0.0,0.0,0.0,0.0,
0724999807999-1,Creatine Monohydrate,,Other,44,44,936.6727272727273,0.0,0,0.0,0.0,0.0,0.0,
724999807562,Pureburn™ Thermogenic Capsules,90 capsules,Other,23,23,929.1515151515152,0.0,0,0.0,0.0,0.0,0.0,
724999808910,BETTER WHEY PROTEIN,500g Pack / Teh Tarik,Unknown,15,15,926.4727272727273,0.0,0,0.0,0.0,0.0,0.0,
BET-UNF-1KG-V1,BETTER WHEY PROTEIN,1kg (40 servings) / Unflavoured,Other,11,11,923.4399999999999,923.4399999999999,11,585.8399999999999,337.6,1.0,1.0,0.6344104652170146
0724999809597,LP Squeeze Bottle,lime green,Other,2,2,915.4,915.4,2,821.1,94.3,1.0,1.0,0.8969849246231156
,PUREBURN™ Fat Burner Capsules,,Unknown,13,13,915.2727272727273,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,Lean Protein Single Serve,1 x 40g Sachet (1 serving) / Taro,Lean Protein,104,104,914.94,914.94,104,761.39,153.54999999999998,1.0,1.0,0.8321747874177541
,Collagen Glow - 10g x 16 sachet,,Unknown,10,10,914.3196969696969,0.0,0,0.0,0.0,0.0,0.0,
0724999808736,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Genmai-Roasted Brown Rice,Unknown,24,24,910.5978787878788,0.0,0,0.0,0.0,0.0,0.0,
0724999807814,CLEAR PROTEIN (ID),500g Pack (20 Serv) / Peach,Unknown,27,27,909.74,909.74,27,358.03999999999996,551.7,1.0,1.0,0.39356299602084105
0724999808620,Plant Protein,Natural (Unflavored) / 480g,Other,15,15,908.9636363636364,0.0,0,0.0,0.0,0.0,0.0,
0724999807777,Prime Whey Isolate,Matchawhey / 1kg,Unknown,12,12,908.6363636363636,0.0,0,0.0,0.0,0.0,0.0,
724999807999,Creatine Monohydrate,,Other,40,40,906.5857575757576,0.0,0,0.0,0.0,0.0,0.0,
0724999807777,Prime Whey Isolate,1kg Pack (40 servings) / Matchawhey,Unknown,5,5,906.3636363636365,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 1KG Pack, Vanilla",,Unknown,25,25,905.9212121212122,0.0,0,0.0,0.0,0.0,0.0,
724999807890,BETTER WHEY PROTEIN,1KG Pack / Natural/Unflavored,Other,12,12,883.8121212121213,0.0,0,0.0,0.0,0.0,0.0,
0724999808507_4,COLLAGEN GLOW,4 x 300g packs (120 servings),Collagen Glow,6,6,881.17,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 2KG Bundle, Vanilla",,Unknown,14,14,865.3454545454547,0.0,0,0.0,0.0,0.0,0.0,
0724999809214,BETTER WHEY PROTEIN ELITE,500g Pack (20 servings) / Vanilla,Other,19,19,864.86,0.0,0,0.0,0.0,0.0,0.0,
0724999807822,LEAN PROTEIN,1kg Pack (25 serves) / Taro,Lean Protein,8,8,825.13,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 2KG Bundle, Vanilla",,Unknown,15,15,824.4084848484849,0.0,0,0.0,0.0,0.0,0.0,
724999808699,Lean Meal,500g (16 servings) / Belgian Choc,Unknown,17,17,824.0209090909092,0.0,0,0.0,0.0,0.0,0.0,
0724999809559,Lushprotein Logo White Cap,,Other,41,41,813.5636363636363,813.5636363636364,41,629.0636363636363,184.5,1.0000000000000002,1.0,0.7732199526214633
,Lushprotein Better Whey Protein Powder (1kg 40 Servings / 500g 20 Servings) (Not linked to Shopify),,Unknown,4,4,809.0999999999999,0.0,0,0.0,0.0,0.0,0.0,
COL-UNF-10G-7PK-V1,Collagen Glow Single Serve,7 x 10g Sachet (7 servings) *Most Popular*,Collagen Glow,20,20,802.94,802.9399999999999,20,698.44,104.5,0.9999999999999999,1.0,0.8698532891623286
0724999807760,Prime Whey Isolate,1KG Pack / Natural (Unflavoured),Other,2,2,799.95,799.95,2,638.4000000000001,161.55,1.0,1.0,0.7980498781173824
724999808910,BETTER WHEY PROTEIN,500g Pack / Teh Tarik,Other,15,15,798.0,0.0,0,0.0,0.0,0.0,0.0,
724999807890,BETTER WHEY PROTEIN,1KG Pack / Natural / Unflavored,Other,12,11,797.73,0.0,0,0.0,0.0,0.0,0.0,
,"Soy Protein Isolate - 2KG Twin Pack, Natural (Unflavoured)",,Unknown,18,18,791.5454545454545,0.0,0,0.0,0.0,0.0,0.0,
724999809191,BETTER WHEY PROTEIN ELITE,500g Pack (20 servings) / Cocoa Dinosaur,Other,11,9,788.17,0.0,0,0.0,0.0,0.0,0.0,
ELT-VAN-1KG-V1,BETTER WHEY PROTEIN ELITE,1kg pack (40 servings) / Vanilla,Other,7,7,782.51,782.5099999999999,7,503.77,278.74,0.9999999999999999,1.0,0.6437872998428136
,CLA - 60 Capsules,,Unknown,17,17,779.8818181818182,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein - 4 Pack Bundle (1,920g), Uji Matcha",,Unknown,7,7,771.1030303030303,0.0,0,0.0,0.0,0.0,0.0,
724999807951,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Mango,Unknown,15,15,769.9515151515152,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 2KG Bundle, Natural (Unflavoured)",,Unknown,10,10,760.7133333333334,0.0,0,0.0,0.0,0.0,0.0,
0724999810470,Lean Protein Single Serve,40g Sachet / Taro,Lean Protein,159,158,756.9100000000001,756.9099999999999,159,575.14,181.76999999999998,0.9999999999999997,1.0,0.759852558428347
0724999808934,Better Whey Protein,500g Pack / Honeydew,Unknown,15,15,756.0030303030303,0.0,0,0.0,0.0,0.0,0.0,
0724999807822_2,LEAN PROTEIN,2 x 1kg Packs (50 servings) *POPULAR* / Taro,Lean Protein,7,7,753.61,0.0,0,0.0,0.0,0.0,0.0,
CRE-UNF-250G-4BL-V1,CREATINE MONOHYDRATE,4 x 250g Pack (200 servings),Other,8,8,749.27,0.0,0,0.0,0.0,0.0,0.0,
0724999808941,Better Whey Protein,500g Pack / Matchawhey,Unknown,20,20,746.2212121212121,0.0,0,0.0,0.0,0.0,0.0,
0724999808606,Plant Protein,480g Pack / Cocoa Dinosaur,Other,11,11,744.9166666666667,744.9166666666667,11,647.4766666666667,97.44,1.0,1.0,0.869193422083007
0724999808910,Better Whey Protein,500g Pack / Teh Tarik,Other,15,15,736.54,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 1KG Pack, Honeydew",,Unknown,14,14,732.6545454545454,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Whey Isolate - 5kg Bundle, Natural (Unflavoured)",,Unknown,4,4,722.1,0.0,0,0.0,0.0,0.0,0.0,
SOY-UNF-1KG-2BL-V1,SOY PROTEIN ISOLATE,2 x 1kg Pack (80 servings) *Most Popular* / Unflavoured,Soy Protein,11,11,715.31,0.0,0,0.0,0.0,0.0,0.0,
0724999810494,Clear Protein Single Serve,1 x 25g Sachet (1 serving) / Peach,Clear Protein,85,85,712.85,712.8499999999998,85,546.95,165.9,0.9999999999999997,1.0,0.7672722171564849
0724999807777,Prime Whey Isolate,1KG Pack / Matchawhey,Unknown,1,1,710.8909090909091,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 2KG Bundle, Coffee",,Unknown,12,12,705.1248484848485,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 5KG Bundle, Vanilla",,Unknown,6,6,690.6081818181818,0.0,0,0.0,0.0,0.0,0.0,
7249998080422,Better Whey Protein,1KG Pack / Teh Tarik,Unknown,11,11,678.3636363636365,0.0,0,0.0,0.0,0.0,0.0,
724999808903,BETTER WHEY PROTEIN,500g Pack / Vanilla,Other,20,20,671.4499999999999,0.0,0,0.0,0.0,0.0,0.0,
0724999807777,Prime Whey Isolate,Matchawhey,Unknown,8,8,666.3333333333334,0.0,0,0.0,0.0,0.0,0.0,
724999808705,Lean Meal,500g (16 servings) / Vanilla,Unknown,17,17,651.8187878787879,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 2KG Bundle, Teh Tarik",,Unknown,11,11,649.8333333333334,0.0,0,0.0,0.0,0.0,0.0,
724999808361,LushProtein Classic Shaker,,Accessories,55,55,642.0842424242423,0.0,0,0.0,0.0,0.0,0.0,
,BCAA Tablets,,Unknown,16,16,641.7127272727273,0.0,0,0.0,0.0,0.0,0.0,
0724999808361,LP CLASSIC SHAKER,,Accessories,5,5,635.05,635.05,5,582.91,52.14,1.0,1.0,0.9178962286434139
724999807555,Super Omega 3 Capsules,60 Softgels (60 servings),Other,12,11,634.2415151515152,0.0,0,0.0,0.0,0.0,0.0,
0724999810487,Clear Protein Single Serve,1 x 25g Sachet (1 serving) / White Grape,Clear Protein,79,79,633.82,633.8199999999998,79,493.12,140.70000000000002,0.9999999999999997,1.0,0.7780126849894294
724999808422,Better Whey Protein,1KG Pack / Teh Tarik,Other,7,7,629.1,0.0,0,0.0,0.0,0.0,0.0,
724999808378,Vegan MULTI Super Multivitamin Capsules,90 Capsules (30 servings),Other,13,11,615.8630303030303,0.0,0,0.0,0.0,0.0,0.0,
0724999808613,Plant Protein,480g Pack / Vanilla,Other,10,10,615.6390909090909,615.639090909091,10,528.0190909090909,87.62,1.0000000000000002,1.0,0.8576763540622234
0724999810463,Lean Protein Single Serve,40g Sachet / Thai Milk Tea,Lean Protein,149,149,615.45,615.4499999999999,149,455.26,160.19,0.9999999999999998,1.0,0.739718904866358
,MULTI Super Multivitamin Capsules - 90 Capsules,,Unknown,4,4,614.9563636363637,0.0,0,0.0,0.0,0.0,0.0,
0724999808910,Better Whey Protein,500g Pack / Teh Tarik,Unknown,18,18,610.4151515151516,0.0,0,0.0,0.0,0.0,0.0,
0724999807821_4,LEAN PROTEIN,4 x 1kg Packs (100 servings) / Thai Milk Tea,Lean Protein,3,3,602.0,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - Single Serve (40g), Vanilla",,Unknown,33,33,601.7709090909091,0.0,0,0.0,0.0,0.0,0.0,
724999807807,CLEAR PROTEIN (PRESALE),500g Pack (20 Servings) / White Grape,Clear Protein,12,11,596.9936363636364,0.0,0,0.0,0.0,0.0,0.0,
0724999808903,BETTER WHEY PROTEIN,500g Pack (20 servings) / Vanilla (unsweetened),Other,17,17,593.52,593.52,17,291.71999999999997,301.8,1.0,1.0,0.4915082895268904
,"Better Whey (Lush Whey) - 2KG Bundle, Natural (Unflavoured)",,Unknown,8,8,593.3769696969697,0.0,0,0.0,0.0,0.0,0.0,
0724999810487,Clear Protein Single Serve,25g Sachet / White Grape,Clear Protein,109,108,592.36,592.36,109,405.46000000000004,186.9,1.0,1.0,0.6844824093456682
0724999807555,Super Omega 3 Capsules,60 Capsules,Other,7,7,591.2545454545455,591.2545454545455,7,394.73454545454547,196.52,1.0,1.0,0.6676220055967281
724999807951,BETTER WHEY PROTEIN,1KG Pack / Mango,Unknown,4,4,590.5151515151515,0.0,0,0.0,0.0,0.0,0.0,
07249998080422,Better Whey Protein,1KG Pack / Teh Tarik,Other,4,4,587.95,0.0,0,0.0,0.0,0.0,0.0,
724999808903,BETTER WHEY PROTEIN,500g Pack (20 servings) / Vanilla,Unknown,10,10,587.7272727272727,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 2KG Bundle, Teh Tarik",,Unknown,9,9,575.1348484848486,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Pureburn™ capsules,,Unknown,3,3,573.17,0.0,0,0.0,0.0,0.0,0.0,
724999807562,Pureburn™ Thermogenic Capsules,90 Capsules (90 servings),Other,10,10,564.9878787878788,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 1KG Pack, Teh Tarik",,Unknown,18,18,563.0484848484848,0.0,0,0.0,0.0,0.0,0.0,
,Delta price from Lazada,,Unknown,5,5,562.6,0.0,0,0.0,0.0,0.0,0.0,
0724999808378,Vegan MULTI Super Multivitamin Capsules,90 Capsules,Other,8,8,560.24,560.24,8,366.28999999999996,193.95,1.0,1.0,0.6538090818220762
724999807814,CLEAR PROTEIN (PRESALE),500g Pack (20 Servings) / Peach,Clear Protein,13,12,551.8190909090908,0.0,0,0.0,0.0,0.0,0.0,
,"Soy Protein Isolate - 2KG Bundle, Natural (Unflavoured)",,Unknown,11,11,550.5,0.0,0,0.0,0.0,0.0,0.0,
CRE-UNF-5G-V1,CREATINE MONOHYDRATE SINGLE SERVE,1 x 5g (1 servings),Other,39,39,549.39,549.39,39,510.75,38.64,1.0,1.0,0.9296674493529187
,"Plant Protein - Twin Bundle (960g), Chocolate Dinosaur",,Unknown,11,11,545.36,0.0,0,0.0,0.0,0.0,0.0,
0724999807548,Green Tea Extract Capsules,60 Capsules,Other,21,21,544.260606060606,544.260606060606,21,401.89060606060605,142.37,1.0,1.0,0.7384157544848168
,"Lean Meal - 500g (16 servings), Vanilla",,Unknown,5,5,544.25,0.0,0,0.0,0.0,0.0,0.0,
724999808910,BETTER WHEY PROTEIN,500g Pack (20 servings) / Teh Tarik,Unknown,12,12,543.4969696969697,0.0,0,0.0,0.0,0.0,0.0,
0724999807777,Prime Whey Isolate,1kg Pack (40 servings) / Matchawhey,Other,6,6,543.36,0.0,0,0.0,0.0,0.0,0.0,
0724999807562,PURE BURN THERMOGENIC CAPSULES,90 Tablets (90 servings),Other,11,11,535.53,535.5299999999999,11,393.24,142.29,0.9999999999999998,1.0,0.734300599406196
,"Plant Protein - Twin Pack (960g), Uji Matcha",,Unknown,14,14,531.0727272727273,0.0,0,0.0,0.0,0.0,0.0,
0724999810463,Lushprotein Lean Protein (40g/single serve),40g Sachet / Thai Milk Tea,Lean Protein,16,16,531.0,531.0,16,482.03,48.97,1.0,1.0,0.9077777777777777
724999808941,BETTER WHEY PROTEIN,500g Pack / Matchawhey,Unknown,19,19,526.4484848484849,0.0,0,0.0,0.0,0.0,0.0,
,Micronized Creatine Monohydrate - 500g (Twin Pack),,Unknown,26,26,524.849696969697,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 1KG Pack, Coffee",,Unknown,16,16,520.8842424242424,0.0,0,0.0,0.0,0.0,0.0,
724999807777,Prime Whey Isolate,1kg Pack (40 servings) / Matchawhey,Unknown,7,7,517.9090909090909,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 5KG Bundle, Coffee",,Unknown,2,2,516.8727272727273,0.0,0,0.0,0.0,0.0,0.0,
0724999808903,Better Whey Protein,500g Pack / Vanilla,Unknown,17,17,513.4515151515152,513.4515151515152,17,256.92151515151517,256.53,1.0,1.0,0.5003812581519013
0724999810517,Lean Protein Single Serve,5 x 40g Sachet (5 servings) *Most Popular* / Thai Milk Tea,Lean Protein,18,18,504.33,504.33,18,408.88,95.45,1.0,1.0,0.8107390002577678
0724999807999,Creatine Monohydrate,250g (50 servings),Other,22,22,502.8030303030303,502.8030303030303,22,345.6330303030303,157.17000000000002,1.0,1.0,0.6874123851137562
,HK July 2025 - Victory Tag Delivery,,Other,67,67,500.58,0.0,0,0.0,0.0,0.0,0.0,
0724999807999_2,CREATINE MONOHYDRATE,2 x 250g Pack (100 servings) *Most Popular*,Other,10,10,495.42,0.0,0,0.0,0.0,0.0,0.0,
0724999808903,BETTER WHEY PROTEIN,500g Pack (20 servings) / Vanilla,Other,14,14,493.91999999999996,493.9199999999999,14,222.29999999999998,271.62,0.9999999999999999,1.0,0.45007288629737613
724999807562,Pureburn™ Thermogenic Capsules,90 Tablets (90 servings),Other,4,4,493.4,0.0,0,0.0,0.0,0.0,0.0,
724999809207,BETTER WHEY PROTEIN ELITE,1kg Pack (40 servings) / Vanilla,Other,6,6,489.70000000000005,0.0,0,0.0,0.0,0.0,0.0,
724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla (Exp. Nov23),Unknown,8,8,487.40000000000003,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - Single Serve (40g), Chocolate Dinosaur",,Unknown,41,41,482.9015151515151,0.0,0,0.0,0.0,0.0,0.0,
0724999810494,Clear Protein Single Serve,25g Sachet / Peach,Clear Protein,113,112,482.41,482.41,113,318.61,163.8,1.0,1.0,0.6604547998590411
724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla (Exp Nov23),Other,12,12,478.79999999999995,0.0,0,0.0,0.0,0.0,0.0,
,Micronized Creatine Monohydrate - 1KG (4 pack),,Unknown,12,12,478.1060606060606,0.0,0,0.0,0.0,0.0,0.0,
0724999810470_5,Lean Protein Single Serve,5 x 40g Sachet (5 servings) *Most Popular* / Taro,Lean Protein,10,10,475.01,0.0,0,0.0,0.0,0.0,0.0,
0724999807791,Prime Whey Isolate,1KG Pack / Cocoa Dinosaur,Other,3,3,473.92727272727274,473.92727272727274,3,344.6872727272727,129.24,1.0,1.0,0.7272999309445254
,Beta Alanine - Twin Pack (500g),,Unknown,6,6,471.69,0.0,0,0.0,0.0,0.0,0.0,
,LIFE Probiotics - 60 Capsules,,Unknown,18,18,471.0060606060606,0.0,0,0.0,0.0,0.0,0.0,
724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla,Unknown,7,7,470.1575757575758,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 2KG Bundle, Honeydew",,Unknown,2,2,467.27272727272725,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 1KG Pack, Natural (Unflavoured)",,Unknown,10,10,464.73939393939395,0.0,0,0.0,0.0,0.0,0.0,
,Virtual gift coupon (RM50),,Unknown,29,29,454.54545454545456,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal - Single Serve (40g), Mix Berries",,Unknown,55,55,454.49363636363637,0.0,0,0.0,0.0,0.0,0.0,
BND-SS-MIX6-SHK-V1,Discovery Sampler +FREE SHAKER BOTTLE,6 Sachets Variety + 1 Shaker Bottle,Unknown,18,18,452.16999999999996,0.0,0,0.0,0.0,0.0,0.0,
724999807548,Green Tea Extract Capsules,60 Capsules,Other,18,17,450.06848484848484,0.0,0,0.0,0.0,0.0,0.0,
0724999810548,Clear Protein Single Serve,5 x 25g Sachet (5 servings)  *MOST POPULAR* / Peach,Clear Protein,16,16,446.9,446.9,16,336.65,110.25,1.0,1.0,0.7533005146565227
CAP-GTE-BOTTLE-V1,GREEN TEA EXTRACT CAPSULES,60 Capsules,Other,16,16,442.17,442.16999999999996,16,336.94,105.23,0.9999999999999999,1.0,0.7620146097654749
,Life Rescue Pack,,Unknown,6,6,436.6090909090909,0.0,0,0.0,0.0,0.0,0.0,
,Collagen Glow Sample Bundle,,Unknown,45,45,436.1409090909091,0.0,0,0.0,0.0,0.0,0.0,
724999809207,Better Whey Protein ELITE,1KG Pack / Vanilla,Other,4,4,434.5,0.0,0,0.0,0.0,0.0,0.0,
0724999810463_5,Lean Protein Single Serve,5 x 40g Sachet (5 servings) *Most Popular* / Thai Milk Tea,Lean Protein,11,11,430.19,0.0,0,0.0,0.0,0.0,0.0,
0724999808903,Better Whey Protein,500g Pack / Vanilla,Other,6,6,429.31,429.31,6,278.40999999999997,150.9,1.0,1.0,0.6485057417716801
0724999807822,LEAN PROTEIN,1kg Pack (40 servings) / Taro,Lean Protein,3,3,420.17,0.0,0,0.0,0.0,0.0,0.0,
0724999810463,LEAN PROTEIN,40g Sachet / Thai Milk Tea,Lean Protein,73,72,415.59000000000003,415.59000000000003,73,331.76000000000005,83.83,1.0,1.0,0.7982867730214875
724999808903,BETTER WHEY PROTEIN,500g Pack / Vanilla,Unknown,14,14,415.2048484848485,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein - 4 Pack Bundle (1,920g), Cocoa Dinosaur",,Unknown,6,6,415.0,0.0,0,0.0,0.0,0.0,0.0,
,CLEAR PROTEIN isolate,,Unknown,6,6,414.0,0.0,0,0.0,0.0,0.0,0.0,
0724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla (Expiry Sep 2024),Other,6,6,410.32,410.32,6,207.6,202.72,1.0,1.0,0.5059465782803665
,Dairy/Plant Protein Starter Pack,,Unknown,18,18,409.55454545454546,0.0,0,0.0,0.0,0.0,0.0,
0724999808903,BETTER WHEY PROTEIN,500g Pack (20 servings) / Vanilla (Expiry Sep 2024),Other,17,17,406.71,406.71,17,120.0,286.71,1.0,1.0,0.29505052740281773
0724999807807,CLEAR PROTEIN (PRESALE),500g Pack (20 Servings) / White Grape,Clear Protein,9,9,404.7909090909091,404.79090909090905,9,239.2809090909091,165.51,0.9999999999999999,1.0,0.5911222404383858
0724999807555,Super Omega 3 Capsules,60 Softgels,Other,10,10,401.1363636363636,401.1363636363636,10,250.85636363636362,150.28,1.0,1.0,0.6253643059490085
,Prime Micellar Casein,1KG / Natural (Unflavoured),Unknown,3,3,399.96,0.0,0,0.0,0.0,0.0,0.0,
0724999809214,BETTER WHEY PROTEIN ELITE,500g Pack (20 servings) / Vanilla.,Other,6,6,399.2,0.0,0,0.0,0.0,0.0,0.0,
724999809214,BETTER WHEY PROTEIN ELITE,500g Pack (20 servings) / Vanilla,Other,6,6,399.2,0.0,0,0.0,0.0,0.0,0.0,
0724999810531,Clear Protein Single Serve,5 x 25g Sachet (5 servings)  *MOST POPULAR* / White Grape,Clear Protein,17,17,398.95,398.94999999999993,17,304.45,94.5,0.9999999999999999,1.0,0.7631282115553328
,"Soy Protein Isolate - 5kg Bundle, Natural (Unflavoured)",,Unknown,4,4,398.4,0.0,0,0.0,0.0,0.0,0.0,
LEAN-TAR-40G-5PK-V1,Lean Protein Single Serve,5 x 40g Sachet / Taro,Lean Protein,7,7,390.2,390.20000000000005,7,344.54999999999995,45.650000000000006,1.0000000000000002,1.0,0.8830087134802663
,"Better Whey (Lush Whey) - 1KG Pack, Vanilla",,Unknown,11,11,388.630303030303,0.0,0,0.0,0.0,0.0,0.0,
0724999807814,CLEAR PROTEIN (PRESALE),500g Pack (20 Servings) / Peach,Clear Protein,9,9,387.6909090909091,387.69090909090903,9,222.1809090909091,165.51,0.9999999999999999,1.0,0.5730877456267881
724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla (Exp Nov 2023),Unknown,9,9,386.2266666666667,0.0,0,0.0,0.0,0.0,0.0,
,BCAA 2:1:1 (Exp Jun 2020) - 1kg Bundle,,Unknown,4,4,385.4545454545455,0.0,0,0.0,0.0,0.0,0.0,
,Maltodextrin,,Unknown,4,4,378.09999999999997,0.0,0,0.0,0.0,0.0,0.0,
,BCAA 2:1:1 (Exp Jun 2020) - 250g,,Unknown,20,20,371.1272727272727,0.0,0,0.0,0.0,0.0,0.0,
