sku_norm,Line: Title,Line: Variant Title,product_category,line_items,orders,revenue_sgd,covered_revenue_sgd,covered_lines,estimated_gross_profit_sgd,estimated_cogs_sgd,revenue_coverage_pct,line_coverage_pct,estimated_margin_pct
0724999807821_2,LEAN PROTEIN,2 x 1kg Packs (50 servings) *MOST POPULAR* / Thai Milk Tea,Lean Protein,38,38,3913.1,0.0,0,0.0,0.0,0.0,0.0,
0724999808897,BETTER WHEY PROTEIN,500g (20 servings) / Cocoa Dinosaur,Other,73,73,3824.58,3824.58,73,2346.7400000000002,1477.84,1.0,1.0,0.6135941724320056
0724999807845,SOY PROTEIN ISOLATE,1kg Pack (40 servings) / Unflavoured,Soy Protein,81,81,3805.7599999999998,3805.7599999999998,81,3332.7,473.06,1.0,1.0,0.8756989405532666
0724999808361,LushProtein Classic Shaker,,Accessories,333,332,3775.3754545454544,3775.375454545455,333,3235.0154545454548,540.36,1.0000000000000002,1.0,0.8568725133418398
,Super Omega 3 Capsules,,Unknown,45,45,3762.715151515152,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 500g Pack, Mango",,Unknown,180,180,3736.419696969697,0.0,0,0.0,0.0,0.0,0.0,
724999808606,PLANT PROTEIN,Cocoa Dinosaur / 480g,Other,62,57,3685.3618181818183,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Whey Isolate - 2KG Bundle, Natural (Unflavoured)",,Unknown,34,34,3666.89,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 500g Pack, Coffee",,Unknown,153,153,3578.189393939394,0.0,0,0.0,0.0,0.0,0.0,
LEAN-THA-1KG4BL-V1,LEAN PROTEIN,4 x 1kg Packs (100 servings) / Thai Milk Tea,Lean Protein,17,17,3565.37,0.0,0,0.0,0.0,0.0,0.0,
724999807777,Prime Whey Isolate,Matchawhey / 1kg,Unknown,38,38,3565.327272727273,0.0,0,0.0,0.0,0.0,0.0,
724999807777,Prime Whey Isolate,Matchawhey / 1kg,Other,33,29,3561.78,0.0,0,0.0,0.0,0.0,0.0,
BND-SS-MIX6-V1,Discovery Sampler (5 sachets variety pack),5 Sachets Variety,Other,112,112,3553.29,3553.29,112,2981.6099999999997,571.6800000000001,1.0,1.0,0.8391124844862085
0724999807562,PURE BURN THERMOGENIC CAPSULES,90 Tablets,Other,58,57,3525.43,3525.4299999999994,58,2964.6400000000003,560.79,0.9999999999999999,1.0,0.8409300425763668
0724999807890,Better Whey Protein,1KG Pack / Natural (Unflavoured),Other,29,29,3465.1633333333334,3465.1633333333334,29,2389.0633333333335,1076.1000000000001,1.0,1.0,0.689451868069711
0724999807708,LEAN PROTEIN,1kg Pack (40 servings) / Taro,Lean Protein,26,26,3443.27,3443.27,26,2366.62,1076.6499999999999,1.0,1.0,0.6873175789293317
,MULTI Super Multivitamin Capsules,,Unknown,17,17,3348.727272727273,0.0,0,0.0,0.0,0.0,0.0,
LEAN-THA-40G-5PK-V1,Lean Protein Single Serve,5 x 40g Sachet (5 servings) *Most Popular* / Thai Milk Tea,Lean Protein,102,102,3319.39,3319.3900000000003,102,2659.54,659.85,1.0000000000000002,1.0,0.8012134759699824
,MULTI Super Multivitamin - 90 Capsules,,Unknown,31,31,3294.5666666666666,0.0,0,0.0,0.0,0.0,0.0,
724999807937,Better Whey Protein,1KG Pack / Cocoa Dinosaur,Other,43,43,3276.6000000000004,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 500g Pack, Honeydew",,Unknown,191,191,3274.521818181818,0.0,0,0.0,0.0,0.0,0.0,
0724999807760,Prime Whey Isolate,Natural (Unflavored),Other,20,20,3272.341515151515,3272.341515151515,20,1883.0115151515151,1389.3300000000002,1.0,1.0,0.5754324560663493
,BETTER WHEY PROTEIN ELITE,1kg pack (40 servings) / Cocoa Dinosaur,Other,6,6,3267.0,0.0,0,0.0,0.0,0.0,0.0,
0724999808897,BETTER WHEY PROTEIN,500g (20 serves) / Cocoa Dinosaur,Other,72,72,3230.0609090909093,3230.0609090909093,72,1526.0209090909093,1704.04,1.0,1.0,0.4724433848278122
,"Prime Matchawhey Isolate - 2KG Twin Pack, Uji Matcha",,Unknown,28,28,3172.348484848485,0.0,0,0.0,0.0,0.0,0.0,
0724999807999,CREATINE MONOHYDRATE,250g (50 servings),Other,101,101,3054.99,3054.9900000000002,101,2471.94,583.0500000000001,1.0000000000000002,1.0,0.8091483114511012
CLEAR-PEA-25G-5PK-V2,Clear Protein Single Serve,5 x 25g (5 servings) *MOST POPULAR* / Peach,Clear Protein,90,89,3050.88,3050.88,90,2284.38,766.5,1.0,1.0,0.7487610132158591
,"Matchawhey - 5KG Bundle, Uji Matcha",,Unknown,15,15,3046.8848484848486,0.0,0,0.0,0.0,0.0,0.0,
724999807845,Soy Protein Isolate,1KG Pack / Natural (Unflavoured),Soy Protein,58,58,3024.157575757576,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Protein ELITE - 1KG Pack, Vanilla",,Unknown,20,20,3000.7172727272728,0.0,0,0.0,0.0,0.0,0.0,
0724999807951,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Mango,Other,42,42,2982.0099999999998,0.0,0,0.0,0.0,0.0,0.0,
724999808613,PLANT PROTEIN,480g Pack (16 servings) / Vanilla,Other,61,55,2963.6457575757577,0.0,0,0.0,0.0,0.0,0.0,
0724999808897,BETTER WHEY PROTEIN,500g Pack (20 servings) / Cocoa Dinosaur,Other,92,92,2957.7639393939394,2957.7639393939394,92,620.3639393939395,2337.4,1.0,1.0,0.209740855627936
CLEAR-GRA-25G-5PK-V2,Clear Protein Single Serve,5 x 25g (5 servings) *MOST POPULAR* / White Grape,Clear Protein,88,88,2932.86,2932.8599999999997,88,2234.6099999999997,698.25,0.9999999999999999,1.0,0.7619218101102677
CRE-UNF-5G-10PK-V1,CREATINE MONOHYDRATE SINGLE SERVE,10 x 5g (10 servings) *Most Popular*,Other,86,86,2908.53,2908.53,86,2656.5299999999997,252.00000000000003,1.0,1.0,0.9133582943961381
,Super Omega 3 - 60 Capsules,,Unknown,25,25,2902.848484848485,0.0,0,0.0,0.0,0.0,0.0,
0724999807913,Better Whey Protein,1KG Pack / Vanilla,Unknown,43,43,2841.3212121212123,2841.3212121212123,43,1599.6612121212124,1241.66,1.0,1.0,0.5629990742676263
724999808699,LEAN MEAL,500g (10 servings) / Belgian Choc,Unknown,59,58,2838.655151515152,0.0,0,0.0,0.0,0.0,0.0,
,LushProtein Classic Shaker,,Unknown,1162,1142,2790.2636363636366,0.0,0,0.0,0.0,0.0,0.0,
0724999807555,Super Omega 3 Capsules,60 Softgels (60 servings),Other,68,68,2738.430606060606,2738.4306060606064,68,1755.830606060606,982.6,1.0000000000000002,1.0,0.6411813402080222
0724999807791,Prime Whey Isolate,1KG Pack / Cocoa-dinosaur,Other,8,8,2719.83,2719.83,8,2170.56,549.27,1.0,1.0,0.7980498781173824
724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla,Other,38,38,2704.0,0.0,0,0.0,0.0,0.0,0.0,
,Prime Micellar Casein,,Unknown,16,16,2696.58,0.0,0,0.0,0.0,0.0,0.0,
0724999808606,Plant Protein,Cocoa Dinosaur / 480g,Other,39,39,2691.675757575758,2691.675757575757,39,2113.1257575757577,578.55,0.9999999999999997,1.0,0.7850595494752061
,Clear Protein (25g / single serve) (Not linked to Shopify),,Unknown,38,34,2670.25,0.0,0,0.0,0.0,0.0,0.0,
0724999807822_2,LEAN PROTEIN,2 x 1kg Packs (50 servings) *MOST POPULAR* / Taro,Lean Protein,26,26,2665.69,0.0,0,0.0,0.0,0.0,0.0,
0724999807814_4,CLEAR PROTEIN,4 x 500g Pack (80 servings) / Peach,Clear Protein,11,11,2662.1,0.0,0,0.0,0.0,0.0,0.0,
CAP-MUL-BOTTLE-V1,MULTIVITAMIN CAPSULES,,Other,39,37,2645.05,2645.0499999999997,39,1856.32,788.73,0.9999999999999998,1.0,0.7018090395266631
ELT-CHO-500G-V1,BETTER WHEY PROTEIN ELITE,500g (20 serves) / Cocoa Dinosaur,Other,18,18,2632.21,2632.21,18,1953.6100000000001,678.6,1.0,1.0,0.7421938219215033
724999807913,BETTER WHEY PROTEIN,1KG Pack / Vanilla,Unknown,47,47,2624.567272727273,0.0,0,0.0,0.0,0.0,0.0,
724999808897,BETTER WHEY PROTEIN,500g Pack / Cocoa Dinosaur,Other,58,56,2556.708181818182,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 5KG Bundle, Natural (Unflavoured)",,Unknown,18,18,2554.68303030303,0.0,0,0.0,0.0,0.0,0.0,
0724999808613,Plant Protein,Vanilla / 480g,Other,25,25,2553.4636363636364,2553.4636363636364,25,1967.0836363636363,586.38,1.0,1.0,0.7703589776453373
CAP-OMG-BOTTLE-V1,SUPER OMEGA 3 CAPSULES,60 Softgels,Other,52,51,2546.29,2546.2900000000004,52,1737.09,809.2,1.0000000000000002,1.0,0.6822043050870088
724999807845,Soy Protein Isolate,1kg Pack (40 servings) / Natural (Unflavoured),Soy Protein,54,54,2533.890909090909,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 2KG Bundle, Chocolate Dinosaur",,Unknown,44,44,2530.0969696969696,0.0,0,0.0,0.0,0.0,0.0,
724999807777,Prime Whey Isolate,1kg Pack (40 servings) / Matchawhey,Other,24,20,2503.39,0.0,0,0.0,0.0,0.0,0.0,
0724999808378,Vegan MULTI Super Multivitamin Capsules,90 Capsules (30 servings),Other,43,43,2482.85,2482.8500000000004,43,1616.54,866.31,1.0000000000000002,1.0,0.651082425438508
0724999808897,Better Whey Protein,500g Pack / Cocoa Dinosaur,Other,52,52,2461.8748484848484,2461.8748484848484,52,1466.5948484848486,995.28,1.0,1.0,0.5957227473961395
0724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla,Other,38,38,2417.89,2417.890000000001,38,1277.5900000000001,1140.3,1.0000000000000004,1.0,0.5283904561415117
,"Prime Micellar Casein - 2KG Bundle, Natural (Unflavoured)",,Unknown,19,19,2394.600909090909,0.0,0,0.0,0.0,0.0,0.0,
,"Matchawhey - 2KG Bundle, Uji Matcha",,Unknown,30,30,2386.3818181818183,0.0,0,0.0,0.0,0.0,0.0,
0724999807791,Prime Whey Isolate,Cocoa Dinosaur / 1kg,Other,19,19,2378.287878787879,2378.2878787878785,19,1344.367878787879,1033.92,0.9999999999999998,1.0,0.5652670943574128
0724999807890,Better Whey Protein,1KG Pack / Natural (Unflavored),Other,16,16,2336.98,2336.9800000000005,16,1661.78,675.2,1.0000000000000002,1.0,0.7110801119393404
0724999807913,Better Whey Protein,1KG Pack / Vanilla,Other,21,21,2318.3,2318.3,21,1659.46,658.84,1.0,1.0,0.7158089979726523
724999808620,PLANT PROTEIN,Natural (Unflavored) / 480g,Other,43,42,2316.9536363636366,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Matchawhey Isolate - 2KG Bundle, Uji Matcha",,Unknown,22,22,2250.6060606060605,0.0,0,0.0,0.0,0.0,0.0,
0724999809146,Superset Coffee,500g (40 servings),Unknown,46,46,2250.1296969696973,0.0,0,0.0,0.0,0.0,0.0,
724999808422,BETTER WHEY PROTEIN,1KG Pack / Teh Tarik,Other,31,29,2225.84,0.0,0,0.0,0.0,0.0,0.0,
CLEAR-PEA-500G-4BL-V2,CLEAR PROTEIN,4 x 500g Pack (80 servings) / Peach,Clear Protein,9,9,2196.38,0.0,0,0.0,0.0,0.0,0.0,
,Lushprotein Better Whey ELITE Protein Powder (1kg 40 Servings / 500g 20 Servings) (Not linked to Shopify),,Unknown,10,10,2193.1,0.0,0,0.0,0.0,0.0,0.0,
,Delta price from Shopee,,Unknown,14,14,2179.0,0.0,0,0.0,0.0,0.0,0.0,
,"Lean Meal (Pre-Order Sale) - 500g (16 servings), Belgian Choc",,Unknown,19,19,2162.48,0.0,0,0.0,0.0,0.0,0.0,
724999808507,COLLAGEN GLOW,300g Pack (30 servings),Collagen Glow,39,37,2134.4,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 5KG Bundle, Natural (Unflavoured)",,Unknown,14,14,2130.1818181818185,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein - 4 Pack Bundle (1,920g), Vanilla",,Unknown,28,28,2107.2248484848483,0.0,0,0.0,0.0,0.0,0.0,
0724999808736,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Genmai-Roasted Brown Rice,Other,49,49,2100.08,0.0,0,0.0,0.0,0.0,0.0,
0724999807845,SOY PROTEIN ISOLATE,1KG / Unflavoured,Soy Protein,49,49,2090.05,2090.05,49,1812.29,277.76,1.0,1.0,0.8671036578072294
724999807876,Prime Micellar Casein,1kg Pack (40 servings) / Natural (Unflavoured),Unknown,35,32,2089.3996969696973,0.0,0,0.0,0.0,0.0,0.0,
0724999808705,Lean Meal,500g (16 servings) / Vanilla,Unknown,44,44,2064.9751515151515,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 5KG Bundle, Teh Tarik",,Unknown,12,12,2053.509090909091,0.0,0,0.0,0.0,0.0,0.0,
724999809207,BETTER WHEY PROTEIN ELITE,1KG Pack / Vanilla,Other,17,17,2024.3400000000001,0.0,0,0.0,0.0,0.0,0.0,
0724999808699,Lean Meal,500g (16 servings) / Belgian Choc,Unknown,35,35,2010.9033333333334,0.0,0,0.0,0.0,0.0,0.0,
,8.8 Bundle,,Unknown,55,49,1978.3636363636365,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 2KG Bundle, Natural (Unflavoured)",,Unknown,28,28,1976.6303030303031,0.0,0,0.0,0.0,0.0,0.0,
CLEAR-PEA-25G-V2,Clear Protein Single Serve,1 x 25g (1 serving) / Peach,Clear Protein,154,152,1957.25,1957.2500000000002,154,1706.3,250.95000000000002,1.0000000000000002,1.0,0.8717843913654361
724999807784,Better Whey Protein,1KG Pack / Matchawhey,Other,25,25,1942.1272727272728,0.0,0,0.0,0.0,0.0,0.0,
LEAN-TAR-1KG-4BL-V1,LEAN PROTEIN,4 x 1kg Packs (100 servings) / Taro,Lean Protein,8,8,1900.88,0.0,0,0.0,0.0,0.0,0.0,
0724999808606,Plant Protein,Cocoa Dinosaur,Other,29,29,1889.5639393939393,1889.5639393939396,29,1530.2539393939394,359.31,1.0000000000000002,1.0,0.8098450163505737
0724999807821,LEAN PROTEIN *PREORDER*,1kg Pack (25 servings) / Thai Milk Tea,Lean Protein,30,30,1889.1,1889.0999999999997,30,1017.42,871.6800000000001,0.9999999999999999,1.0,0.5385739240908369
,LushProtein Clear Shaker,,Unknown,467,465,1887.2133333333334,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 500g Pack, Matchawhey",,Unknown,108,108,1856.379090909091,0.0,0,0.0,0.0,0.0,0.0,
0724999810487,CLEAR PROTEIN,25g Sachet (1 serving) / White Grape,Clear Protein,160,158,1836.44,1836.44,160,1441.64,394.8,1.0,1.0,0.7850188408006796
724999808699,LEAN MEAL,500g Pack (10 servings) / Belgian Choc,Unknown,39,38,1834.7545454545457,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Protein - 1KG Pack, Peanut Butter Fudge (Limited Ed)",,Unknown,34,34,1815.2424242424242,0.0,0,0.0,0.0,0.0,0.0,
0724999807555,SUPER OMEGA 3 CAPSULES,60 Softgels,Other,50,50,1808.19,1808.1899999999998,50,1172.3899999999999,635.8000000000001,0.9999999999999999,1.0,0.6483776594273831
LEAN-THA-40G-V1,Lean Protein Single Serve,1 x 40g Sachet (1 serving) / Thai Milk Tea,Lean Protein,178,177,1800.89,1800.89,178,1481.3400000000001,319.54999999999995,1.0,1.0,0.8225599564659697
0724999807876,Prime Micellar Casein,1kg Pack (40 servings) / Natural (Unflavoured),Unknown,26,25,1786.9312121212122,0.0,0,0.0,0.0,0.0,0.0,
0724999809184,Better Whey Protein ELITE,1KG Pack / Cocoa Dinosaur,Other,10,10,1768.5600000000002,0.0,0,0.0,0.0,0.0,0.0,
0724999808507_2,COLLAGEN GLOW,2 x 300g packs (60 servings) *Most Popular*,Collagen Glow,25,25,1744.62,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Whey Isolate - 5kg Bundle, Chocolate",,Unknown,8,8,1693.2,0.0,0,0.0,0.0,0.0,0.0,
724999809146,SUPERSET COFFEE,500g (40 servings),Unknown,56,56,1692.761212121212,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 1KG Pack, Natural (Unflavoured)",,Unknown,13,13,1674.2863636363636,0.0,0,0.0,0.0,0.0,0.0,
724999807562,Pureburn™ Thermogenic Capsules,90 tablets,Other,15,15,1665.05,0.0,0,0.0,0.0,0.0,0.0,
COL-UNF-300G-2BL-V1,COLLAGEN GLOW,2 x 300g packs (60 servings) *Most Popular*,Collagen Glow,23,23,1623.69,0.0,0,0.0,0.0,0.0,0.0,
724999808736,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Genmai-Roasted Brown Rice,Unknown,33,33,1601.5030303030305,0.0,0,0.0,0.0,0.0,0.0,
,Better Whey™ Protein Sample Bundle,,Unknown,162,162,1600.4578787878788,0.0,0,0.0,0.0,0.0,0.0,
0724999807845,Soy Protein Isolate,1KG Pack / Natural (Unflavoured),Soy Protein,22,22,1593.6848484848485,1593.6848484848488,22,1398.3848484848486,195.29999999999998,1.0000000000000002,1.0,0.8774538139170514
,"Matchawhey - 2KG Twin Pack, Uji Matcha",,Unknown,21,21,1590.9272727272728,0.0,0,0.0,0.0,0.0,0.0,
,Protein Sampler Bundle + Free Shipping!,,Unknown,75,72,1566.5269696969697,0.0,0,0.0,0.0,0.0,0.0,
,"Soy Protein Isolate - 5KG Bundle, Natural (Unflavoured)",,Unknown,16,16,1549.9515151515152,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 5KG Bundle, Vanilla",,Unknown,11,11,1547.9636363636364,0.0,0,0.0,0.0,0.0,0.0,
07249998080422,Better Whey Protein,1KG Pack / Teh Tarik,Unknown,21,21,1541.7969696969699,0.0,0,0.0,0.0,0.0,0.0,
0724999809184,BETTER WHEY PROTEIN ELITE,1kg Pack (40 servings) / Cocoa Dinosaur,Other,17,17,1538.14,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Elite (Informed Sport Tested) - 1KG Pack, Vanilla",,Unknown,2,2,1534.0909090909092,0.0,0,0.0,0.0,0.0,0.0,
724999807876,Prime Micellar Casein,1KG / Natural (Unflavoured),Unknown,24,24,1527.4863636363636,0.0,0,0.0,0.0,0.0,0.0,
CRE-UNF-250G-2BL-V1,CREATINE MONOHYDRATE,2 x 250g Pack (100 servings) *Most Popular*,Other,32,32,1525.53,0.0,0,0.0,0.0,0.0,0.0,
0724999807807X,CLEAR PROTEIN,500g Pack (20 Serv) / White Grape,Clear Protein,21,21,1517.7272727272727,0.0,0,0.0,0.0,0.0,0.0,
0724999810524,Lean Protein Single Serve,5 x 40g Sachet (5 servings) *Most Popular* / Taro,Lean Protein,22,22,1500.6499999999999,1500.65,22,1226.75,273.90000000000003,1.0000000000000002,1.0,0.8174790923932962
0724999810463,LEAN PROTEIN,40g Sachet (1 serving) / Thai Milk Tea,Lean Protein,193,191,1499.1000000000001,1499.1,193,1168.76,330.34,0.9999999999999999,1.0,0.7796411180041358
CLEAR-GRA-500G-4BL-V2,CLEAR PROTEIN,4 x 500g Pack (80 servings) / White Grape,Clear Protein,5,5,1494.0,0.0,0,0.0,0.0,0.0,0.0,
724999807890,Better Whey Protein,1KG Pack / Natural (Unflavored),Other,16,16,1490.1545454545455,0.0,0,0.0,0.0,0.0,0.0,
0724999807807_4,CLEAR PROTEIN,4 x 500g Pack (80 servings) / White Grape,Clear Protein,6,6,1485.49,0.0,0,0.0,0.0,0.0,0.0,
724999809184,Better Whey Protein ELITE,1KG Pack / Cocoa Dinosaur,Other,7,7,1477.3000000000002,0.0,0,0.0,0.0,0.0,0.0,
0724999807814X,CLEAR PROTEIN,500g Pack (20 Serv) / Peach,Clear Protein,18,18,1471.909090909091,0.0,0,0.0,0.0,0.0,0.0,
0724999807822_4,LEAN PROTEIN,4 x 1kg Packs (100 servings) / Taro,Lean Protein,7,7,1466.31,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 1KG Pack, Chocolate Dinosaur",,Unknown,38,38,1454.551515151515,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein - Twin Pack (960g), Vanilla",,Unknown,40,40,1454.2363636363636,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 2KG Bundle, Vanilla",,Unknown,25,25,1454.0636363636363,0.0,0,0.0,0.0,0.0,0.0,
724999807951,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Mango,Other,19,19,1427.3899999999999,0.0,0,0.0,0.0,0.0,0.0,
0724999807951,BETTER WHEY PROTEIN,1kg (40 serves) / Mango,Unknown,22,22,1416.4848484848485,0.0,0,0.0,0.0,0.0,0.0,
0724999808613,Plant Protein,Vanilla,Other,22,22,1416.1966666666667,1416.1966666666667,22,1092.6766666666667,323.52000000000004,1.0,1.0,0.7715571519021605
0724999808378,MULTIVITAMIN CAPSULES,,Other,26,26,1397.92,1397.9199999999998,26,919.51,478.40999999999997,0.9999999999999999,1.0,0.6577701156003205
0724999810470,LEAN PROTEIN,40g Sachet (1 serving) / Taro,Lean Protein,184,183,1396.76,1396.7599999999998,184,1086.34,310.42,0.9999999999999999,1.0,0.7777570949912656
LEAN-TAR-40G-V1,Lean Protein Single Serve,1 x 40g Sachet (1 serving) / Taro,Lean Protein,165,164,1391.49,1391.49,165,1117.59,273.9,1.0,1.0,0.8031606407519996
0724999808880,BETTER WHEY PROTEIN,500g Pack (20 servings) / Natural (Unflavoured),Other,29,29,1388.6969696969697,0.0,0,0.0,0.0,0.0,0.0,
,BCAA Tablets - 120 Tablets,,Unknown,21,21,1367.4372727272728,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Micellar Casein - 5KG Bundle, Natural (Unflavoured)",,Unknown,9,9,1364.5,0.0,0,0.0,0.0,0.0,0.0,
0724999808941,Better Whey Protein,500g Pack / Matchawhey,Other,24,24,1363.54,0.0,0,0.0,0.0,0.0,0.0,
,Micronized Creatine Monohydrate - 250g,,Unknown,81,81,1359.070303030303,0.0,0,0.0,0.0,0.0,0.0,
0724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla (unsweetened),Other,21,21,1357.74,1357.7400000000002,21,749.58,608.16,1.0000000000000002,1.0,0.5520791904193733
,Prime Matchawhey Isolate,,Unknown,2,2,1353.6,0.0,0,0.0,0.0,0.0,0.0,
ELT-CHO-500G-V1,BETTER WHEY PROTEIN ELITE,500g Pack (20 servings) / Cocoa Dinosaur,Other,4,4,1351.25,1351.25,4,1004.41,346.84000000000003,1.0,1.0,0.7433191489361702
724999807845,SOY PROTEIN ISOLATE,1KG Pack / Natural (Unflavoured),Soy Protein,15,14,1344.85,0.0,0,0.0,0.0,0.0,0.0,
724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla (Exp Nov23),Other,25,24,1334.26,0.0,0,0.0,0.0,0.0,0.0,
,Beta Alanine - 250g,,Unknown,37,37,1331.878787878788,0.0,0,0.0,0.0,0.0,0.0,
0724999807913,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Vanilla,Unknown,29,29,1324.5515151515153,1324.5515151515149,29,462.9915151515153,861.56,0.9999999999999997,1.0,0.3495458725880917
,CLA Capsules,,Unknown,33,33,1314.490909090909,0.0,0,0.0,0.0,0.0,0.0,
724999808606,Plant Protein,Cocoa Dinosaur / 480g,Other,20,20,1314.2757575757576,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 1KG Pack, Chocolate Dinosaur",,Unknown,24,24,1301.939393939394,0.0,0,0.0,0.0,0.0,0.0,
724999808613,PLANT PROTEIN,Vanilla / 480g,Other,33,33,1301.4839393939394,0.0,0,0.0,0.0,0.0,0.0,
0724999807548,GREEN TEA EXTRACT CAPSULES,60 Capsules,Other,48,48,1296.46,1296.46,48,949.8199999999999,346.64000000000004,1.0,1.0,0.7326257655461795
0724999807951,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Mango,Unknown,28,28,1294.6836363636364,0.0,0,0.0,0.0,0.0,0.0,
,Plant Protein Sample Bundle,,Unknown,148,148,1291.009393939394,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 2KG Bundle, Teh Tarik",,Unknown,23,23,1284.178787878788,0.0,0,0.0,0.0,0.0,0.0,
0724999807562,Pureburn™ Thermogenic Capsules,90 capsules,Other,17,17,1283.47,1283.47,17,1032.3700000000001,251.09999999999997,1.0,1.0,0.8043584968873445
0724999808903,BETTER WHEY PROTEIN,500g (20 serves) / Vanilla,Unknown,29,29,1276.6545454545455,1276.6545454545458,29,491.97454545454553,784.68,1.0000000000000002,1.0,0.3853623105844821
,Superset Coffee - 550g (40 servings),,Unknown,25,25,1276.45,0.0,0,0.0,0.0,0.0,0.0,
COL-UNF-300G-4BL-V1,COLLAGEN GLOW,4 x 300g packs (120 servings),Collagen Glow,9,9,1272.97,0.0,0,0.0,0.0,0.0,0.0,
,"Plant Protein - Twin Bundle (960g), Vanilla",,Unknown,20,20,1262.86,0.0,0,0.0,0.0,0.0,0.0,
0724999807777,Prime Whey Isolate,Matchawhey / 1kg,Other,8,8,1258.6,0.0,0,0.0,0.0,0.0,0.0,
0724999808880,Better Whey Protein,500g Pack / Natural (Unflavored),Other,8,8,1257.2,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 2KG Bundle, Coffee",,Unknown,21,21,1254.0015151515152,0.0,0,0.0,0.0,0.0,0.0,
724999808422,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Teh Tarik,Other,21,21,1246.06,0.0,0,0.0,0.0,0.0,0.0,
0724999807562,Pureburn™ Thermogenic Capsules,90 Capsules (90 servings),Other,24,24,1242.678787878788,1242.678787878788,24,974.838787878788,267.84,1.0,1.0,0.7844656216775101
0724999809207,BETTER WHEY PROTEIN ELITE,1kg Pack (40 servings) / Vanilla,Other,12,12,1234.0,0.0,0,0.0,0.0,0.0,0.0,
724999808378,Vegan MULTI Super Multivitamin Capsules,90 Capsules,Other,15,15,1230.7933333333333,0.0,0,0.0,0.0,0.0,0.0,
0724999810494,CLEAR PROTEIN,25g Sachet (1 serving) / Peach,Clear Protein,160,158,1212.17,1212.17,160,928.67,283.5,1.0,1.0,0.7661219135929778
724999808897,Better Whey Protein,500g Pack / Cocoa Dinosaur,Other,21,21,1202.8309090909092,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey - 5KG Bundle, Chocolate Dinosaur",,Unknown,9,9,1197.909090909091,0.0,0,0.0,0.0,0.0,0.0,
,"Prime Whey Isolate - 5KG Bundle, Natural (Unflavoured)",,Unknown,6,6,1194.1212121212122,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey Protein ELITE - 500g Pack, Chocolate Dinosaur",,Unknown,22,22,1184.57,0.0,0,0.0,0.0,0.0,0.0,
,"Better Whey (Lush Whey) - 5KG Bundle, Chocolate Dinosaur",,Unknown,9,9,1178.9133333333332,0.0,0,0.0,0.0,0.0,0.0,
724999807555,Super Omega 3 Capsules,60 Capsules,Other,20,20,1176.1169696969696,0.0,0,0.0,0.0,0.0,0.0,
724999808620,PLANT PROTEIN,480g Pack (16 servings) / Natural (Unflavoured),Other,29,26,1175.5345454545454,0.0,0,0.0,0.0,0.0,0.0,
,"Lush Whey - 2KG Bundle, Chocolate Dinosaur",,Unknown,17,17,1174.2915151515151,0.0,0,0.0,0.0,0.0,0.0,
724999808736,BETTER WHEY PROTEIN,1kg Pack (40 servings) / Genmai-Roasted Brown Rice,Other,21,18,1167.73,0.0,0,0.0,0.0,0.0,0.0,
