metric,loyal_repeaters_3plus_orders
count,2349.0
avg_ltv,834.8954955412213
median_ltv,364.10636363636365
avg_orders,5.878671775223499
median_days_to_2nd,49.0
pct_subscribed,0.25372498935717325
avg_unique_handles,1.722860791826309
avg_unique_flavor_skus,3.6798637718177947
pct_first_channel_direct,0.5185185185185185
pct_first_channel_subscription,0.4231587909748829
pct_first_channel_marketplace,0.04427415921668795
pct_first_order_full_price,0.7845891868880375
