acq_year,customers,avg_ltv,repeat_rate
2021,17,246.78549019607843,0.5294117647058824
2022,1057,226.81299446690176,0.36707663197729423
2023,652,120.97300102249488,0.2791411042944785
2024,1242,124.8116654467379,0.34057971014492755
2025,1963,132.95633646706494,0.22210901681100356
2026,830,103.51069879518073,0.0819277108433735
