first_handle,first_variant,first_sku,flavor_sku,customers,repeat_rate,avg_ltv
lean-protein,2 x 1kg Packs (50 servings) *MOST POPULAR* / Thai Milk Tea,0724999807821_2,lean-protein | 2 x 1kg Packs (50 servings) *MOST POPULAR* / Thai Milk Tea,4,0.5,237.92749999999998
better-whey,500g Pack / Matchawhey,724999808941.0,unknown | 500g Pack / Matchawhey,4,0.5,85.41060606060607
pureburn-fat-burner-capsules,90 Tablets (90 servings),0724999807562,pureburn-fat-burner-capsules | 90 Tablets (90 servings),4,0.25,118.0425
better-whey,1kg Pack (40 servings) / Mango,724999807951.0,better-whey | 1kg Pack (40 servings) / Mango,4,0.25,80.6525
better-whey,1kg Pack (40 servings) / Cocoa Dinosaur,0724999808361,unknown | Default,4,0.5,204.4925
better-whey,1kg Pack (40 servings) / Genmai-Roasted Brown Rice,0724999808736,better-whey | 1kg Pack (40 servings) / Genmai-Roasted Brown Rice,4,0.25,53.7575
clear-protein,6 Sachets Variety + 1 Shaker Bottle,BND-SS-MIX6-SHK-V1,unknown | 6 Sachets Variety + 1 Shaker Bottle,4,0.5,188.64749999999998
better-whey,500g Pack (20 servings) / Matchawhey,724999808941.0,better-whey | 500g Pack (20 servings) / Matchawhey,4,0.0,41.6875
clear-protein-25g-single-sachet,25g Sachet / White Grape,0724999810487,clear-protein-25g-single-sachet | 25g Sachet / White Grape,4,0.25,55.809999999999995
clear-protein-25g-single-sachet,25g Sachet / Peach,0724999810494,clear-protein-25g-single-sachet | 25g Sachet / Peach,4,0.5,40.3725
clear-protein-25g-single-sachet,5 x 25g Sachet (5 servings)  *MOST POPULAR* / White Grape,0724999810531,clear-protein-25g-single-sachet | 5 x 25g Sachet (5 servings)  *MOST POPULAR* / White Grape,4,0.0,93.33250000000001
plant-protein,Natural (Unflavored) / 480g,724999808620.0,unknown | Default,4,1.0,83.36666666666667
soy-protein-isolate,1kg Pack (40 servings) / Natural (Unflavoured),0724999807845,unknown | Default,4,0.75,66.16287878787878
prime-whey-isolate,Matchawhey / 1kg,0724999807777,prime-whey-isolate | Matchawhey / 1kg,4,0.0,84.7825
prime-whey-isolate,Cocoa Dinosaur,0724999807791,prime-whey-isolate | Cocoa Dinosaur,4,0.25,109.72083333333333
clear-protein,500g Pack (20 Serv) / White Grape,0724999808361,unknown | Default,3,1.0,233.07666666666668
better-whey,1KG Pack / Natural (Unflavored),724999807890.0,unknown | Default,3,1.0,381.8533333333333
