acquisition_source,customers,repeat_rate,avg_ltv_sgd,median_ltv_sgd,pct_subscribed,avg_orders
POS first-order,363,0.1790633608815427,78.30460055096418,50.92,0.01928374655647383,1.3140495867768596
Web first-order,2743,0.2901932191031717,123.93760845789281,80.35,0.20998906306963178,1.6518410499453153
