ever_discounted,customers,repeat_rate,avg_ltv,avg_orders,avg_lifespan_days,pct_subscribed,median_days_2nd
Full-price only,7554,0.2915011914217633,405.42852131321155,1.733121525019857,65.46425734710087,0.047392110140323004,36.0
Discounted (any order),6226,0.3625120462576293,451.4889495663348,2.2900738837134598,179.71490523610666,0.11837455830388692,60.0
