customer_id,acq_year,acq_month,first_channel,total_revenue,total_orders,is_repeat,ever_subscribed,first_disc_bin,first_order_pos,unique_handles,unique_flavor_skus,vtd_decile,finals_eligible,profit_proxy
7390361256191,2024,7,Subscription,54.8,1,False,False,11-20%,False,1,1,D5,False,21.92
7390424760575,2024,7,Marketplace,57.79,1,False,False,6-10%,False,1,2,D5,False,23.116
7391555223807,2024,7,Marketplace,24.26,1,False,False,11-20%,False,1,1,D3,False,9.704
7391600836863,2024,8,Marketplace,53.36,1,False,False,11-20%,False,1,2,D5,True,21.344
7391760908543,2024,7,Subscription,107.64,1,False,False,6-10%,False,0,1,D7,False,43.056000000000004
7391960334591,2024,7,Marketplace,25.71,1,False,False,11-20%,False,1,1,D3,False,10.284
7393768866047,2024,7,Subscription,0.0,3,True,False,51%+,False,2,2,D1,False,0.0
7393933623551,2024,7,Marketplace,92.19,1,False,False,21-30%,False,1,2,D6,False,36.876
7394844180735,2024,8,Subscription,246.12,3,True,False,1-5%,False,1,2,D9,True,98.44800000000001
7394869772543,2024,7,Marketplace,36.5,1,False,False,6-10%,False,1,1,D4,False,14.600000000000001
7395149414655,2024,7,Marketplace,25.01,1,False,False,11-20%,False,1,1,D3,False,10.004000000000001
7395523068159,2024,7,Marketplace,124.92,1,False,False,21-30%,False,1,1,D7,False,49.968
7400281997567,2024,7,Subscription,107.64,1,False,False,6-10%,False,0,1,D7,False,43.056000000000004
7400691400959,2024,7,Subscription,389.11,3,True,False,11-20%,False,3,6,D9,False,155.644
7405460619519,2024,7,Subscription,40.8,1,False,False,0%,False,1,1,D4,False,16.32
7406060699903,2024,7,Subscription,543.37,5,True,False,31-50%,False,3,11,D10,False,217.348
7406553399551,2024,7,Marketplace,24.26,1,False,False,11-20%,False,1,1,D3,False,9.704
7407045640447,2024,7,Subscription,58.2,2,True,False,11-20%,False,2,2,D5,False,23.28
7407177072895,2024,7,Subscription,255.66,3,True,False,6-10%,False,3,5,D9,False,102.26400000000001
7409086300415,2024,7,Marketplace,26.6,1,False,False,11-20%,False,1,1,D3,False,10.64
7410259755263,2024,7,Marketplace,29.61,1,False,False,1-5%,False,1,1,D3,False,11.844000000000001
7410274730239,2024,7,Subscription,0.0,1,False,False,51%+,False,1,1,D1,False,0.0
7410275680511,2024,7,Subscription,0.0,1,False,False,51%+,False,1,2,D1,False,0.0
7410404131071,2024,7,Subscription,112.1,1,False,False,6-10%,False,1,3,D7,False,44.84
7410596839679,2024,7,Marketplace,56.3,1,False,False,6-10%,False,1,1,D5,False,22.52
7412219052287,2024,7,Subscription,60.95,1,False,False,1-5%,False,1,2,D5,False,24.380000000000003
7412629405951,2024,7,Subscription,90.21,1,False,False,1-5%,False,2,2,D6,False,36.083999999999996
7413480325375,2024,7,Subscription,53.91,1,False,True,0%,False,1,1,D5,False,21.564
7413759148287,2024,7,Subscription,102.59,1,False,False,11-20%,False,3,3,D7,False,41.036
7414688940287,2024,7,Subscription,203.16,4,True,False,1-5%,False,2,4,D9,False,81.26400000000001
7415232299263,2024,7,Subscription,143.16,1,False,False,31-50%,False,3,4,D8,False,57.264
7415647437055,2024,7,Subscription,106.68,1,False,False,31-50%,False,2,3,D7,False,42.672000000000004
7415701307647,2024,7,Subscription,96.3,1,False,False,31-50%,False,2,2,D7,False,38.52
7415705764095,2024,7,Subscription,106.2,1,False,False,31-50%,False,1,2,D7,False,42.480000000000004
7415771103487,2024,7,Subscription,22.84,1,False,False,31-50%,False,1,1,D2,False,9.136000000000001
