acq_year,channel,pct
2020,Marketplace,0.0
2021,Marketplace,0.0
2022,Marketplace,0.05501618122977346
2023,Marketplace,0.503921568627451
2024,Marketplace,0.2056338028169014
2020,Subscription,1.0
2021,Subscription,1.0
2022,Subscription,0.9449838187702265
2023,Subscription,0.49607843137254903
2024,Subscription,0.7943661971830986
