acquisition_source,customers,repeat_rate,avg_ltv_sgd,median_ltv_sgd,pct_subscribed,avg_orders
POS first-order,370,0.11621621621621622,78.13413513513514,50.96,0.01891891891891892,1.2351351351351352
Web first-order,2717,0.27677585572322416,126.07360691939638,82.86,0.2131026867868973,1.6135443503864557
