group,year,n,total_rev,avg_rev,avg_aof,avg_aov
2023-Only (Lost),2023,1042,99022.5587878788,95.03124643750365,1.300383877159309,72.25644950810545
Both (2023 & 2024),2023,357,83015.07787878788,232.53523215346746,2.515406162464986,94.4755193289437
Both (2023 & 2024) in 2024,2024,357,85102.69393939394,238.38289618877855,2.88515406162465,86.2354431985928
2024-Only (New),2024,2264,199868.03666666668,88.28093492343935,1.427120141342756,60.79273980813114
