crm_tier,n_customers,total_revenue,total_gp,avg_revenue,avg_gp,avg_orders,avg_margin_pct,avg_aov,pct_customers,pct_gp,pct_revenue
Standard,3677,280056.023030303,183564.03981818183,76.16427060927468,49.92223002942122,1.1645363067718248,0.6488675294738256,65.63170736464454,0.8571095571095572,0.5375808940413085,0.5074541975146296
VIP,245,144086.06242424244,87618.31824242424,588.1063772418058,357.62578874458876,5.9918367346938775,0.6532203971867916,105.75781553661963,0.05710955710955711,0.2565967381291688,0.26108018099159136
Profit_D1,184,95403.39393939394,52342.646,518.4967061923584,284.47090217391303,1.7717391304347827,0.6547649634359691,327.30173666007903,0.042890442890442894,0.15328931778271226,0.17286845748876753
Freq_D1,184,32338.85696969697,17938.098242424243,175.7546574440053,97.48966436100132,3.869565217391304,0.5642446016933922,48.36451061468724,0.042890442890442894,0.052533050046810435,0.058597164005011575
