first_order_sku,second_order_sku,transition_count,first_sku_customers,p_second_given_first
soy-protein-isolate|Natural (Unflavoured),plant-protein|Cocoa Dinosaur,3,39,0.0769
soy-protein-isolate|Natural (Unflavoured),green-tea-extract-capsules|60 Capsules (60 servings),3,39,0.0769
soy-protein-isolate|Natural (Unflavoured),lean-protein|Thai Milk Tea,3,39,0.0769
soy-protein-isolate|Natural (Unflavoured),lushprotein-clear-shaker|default,3,39,0.0769
soy-protein-isolate|Natural (Unflavoured),collagen-glow|Unflavoured,3,39,0.0769
soy-protein-isolate|Natural (Unflavoured),better-whey|Matchawhey,2,39,0.0513
soy-protein-isolate|Natural (Unflavoured),micronized-creatine-monohydrate|default,2,39,0.0513
soy-protein-isolate|Natural (Unflavoured),collagen-glow|Natural (Unflavoured),2,39,0.0513
soy-protein-isolate|Natural (Unflavoured),collagen-glow|300g Pack (30 servings),1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),0724999808705|Vanilla,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),better-whey|Genmai-Roasted Brown Rice,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),clear-protein|Peach,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),pureburn-fat-burner-capsules|90 Tablets,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),better-whey|Unflavoured,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),plant-protein|Natural (Unflavoured),1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),prime-whey-isolate|Natural (Unflavoured),1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),collagen-glow|300g Pack,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),better-whey|Cocoa Dinosaur,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),clear-protein|White Grape,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),plant-protein|Vanilla,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),0724999809566|default,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),better-whey|Natural (Unflavoured),1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),collagen-glow|300g,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),lean-protein|Taro,1,39,0.0256
soy-protein-isolate|Natural (Unflavoured),0724999807708|Taro,1,39,0.0256
soy-protein-isolate|Unflavoured,soy-protein-isolate|Unflavoured,9,18,0.5
soy-protein-isolate|Unflavoured,lushprotein-clear-shaker|White,4,18,0.2222
soy-protein-isolate|Unflavoured,micronized-creatine-monohydrate|1 x 250g Pack (50 servings),2,18,0.1111
soy-protein-isolate|Unflavoured,0724999810463|Thai Milk Tea,1,18,0.0556
soy-protein-isolate|Unflavoured,micronized-creatine-monohydrate|250g (50 servings),1,18,0.0556
soy-protein-isolate|Unflavoured,pureburn-fat-burner-capsules|90 Tablets,1,18,0.0556
soy-protein-isolate|Unflavoured,nan|default,1,18,0.0556
soy-protein-isolate|Unflavoured,collagen-glow|1 x 300g pack (30 servings),1,18,0.0556
soy-protein-isolate|Unflavoured,plant-protein|Vanilla,1,18,0.0556
soy-protein-isolate|Unflavoured,clear-protein-25g-single-sachet|Peach,1,18,0.0556
soy-protein-isolate|Unflavoured,clear-protein-25g-single-sachet|White Grape,1,18,0.0556
