cluster,n_customers,pct_Clear_Protein,pct_Lean_Protein,pct_Collagen_Glow,pct_Accessories,pct_Soy_Protein,pct_Other,avg_revenue,avg_gp,avg_orders,cluster_name
1,16,0.125,0.125,0.3125,0.0625,0.25,0.8125,2639.5391856060605,1339.8239280303028,10.75,Premium_Other
2,33,0.0,0.06060606060606061,0.18181818181818182,0.030303030303030304,1.0,0.42424242424242425,288.7209458218549,200.90930762167127,4.151515151515151,Frequent_Soy
3,368,0.14673913043478262,0.20380434782608695,0.2798913043478261,0.043478260869565216,0.029891304347826088,0.6603260869565217,424.2106538208169,231.58369581686432,3.953804347826087,Premium_Other
4,3712,0.3238146551724138,0.26535560344827586,0.07489224137931035,0.15140086206896552,0.03744612068965517,0.2769396551724138,84.28317104231974,54.77858539054336,1.2764008620689655,Casual_Clear
5,161,0.6521739130434783,0.5217391304347826,0.11801242236024845,0.9751552795031055,0.031055900621118012,0.36024844720496896,193.51097308488616,154.25467871259175,1.7763975155279503,Casual_Accessories
